Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Filename,Internal ID,Unique Entry ID,Purchasable
chain pants,Blue,False,1300,325,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; theatrical,False,BottomsTexPantsNormalChain1,9242,RQazrWjLj5YkG9XEq,True
chain pants,White,False,1300,325,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; theatrical,False,BottomsTexPantsNormalChain2,9243,aN2dkxJ7b7nCP8XaX,True
chain pants,Black,False,1300,325,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; theatrical,False,BottomsTexPantsNormalChain3,9244,H595qDsKwRawC5sz2,True
chino pants,Beige,False,700,175,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; work,False,BottomsTexPantsNormalChino0,3308,4bM6obTFKJ3B2PGEL,True
chino pants,Brown,False,700,175,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; work,False,BottomsTexPantsNormalChino1,4175,uf6Lr8ddF7urXKan3,True
chino pants,Navy blue,False,700,175,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; work,False,BottomsTexPantsNormalChino2,4176,7NcEMTxER9ww3sA5B,True
chino pants,Avocado,False,700,175,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; work,False,BottomsTexPantsNormalChino3,4177,S6pSqRksTsdzBi2Yk,True
chino pants,Gray,False,700,175,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; work,False,BottomsTexPantsNormalChino4,4178,D6KCYWuZqY88CAATu,True
chino pants,Red,False,700,175,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; work,False,BottomsTexPantsNormalChino5,9013,pgrmQRsgR2qgxwJ8t,True
chino pants,Blue,False,700,175,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; work,False,BottomsTexPantsNormalChino6,9014,afD5PHF2cBvnKi8ES,True
chino pants,Yellow,False,700,175,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; work,False,BottomsTexPantsNormalChino7,9015,TwhDtvuDCotbDtKKh,True
colorful skirt,Red,False,1100,275,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,comfy; vacation,False,BottomsTexSkirtLongEnaguas0,5665,dkj7vqFes2bnYp9hW,True
colorful skirt,Blue,False,1100,275,Blue,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,comfy; vacation,False,BottomsTexSkirtLongEnaguas1,8743,84sm6aSEFS2uH3H5B,True
colorful skirt,Pink,False,1100,275,Pink,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,comfy; vacation,False,BottomsTexSkirtLongEnaguas2,8744,pn9yS5D9FtupYJ6WR,True
colorful skirt,Green,False,1100,275,Green,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,comfy; vacation,False,BottomsTexSkirtLongEnaguas3,8745,Ly94vKvqsqm4xJ2Zt,True
colorful skirt,Orange,False,1100,275,Red,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,comfy; vacation,False,BottomsTexSkirtLongEnaguas4,8746,ZQGSEG9RP9sqfa7ia,True
comedian's pants,Orange,False,2100,525,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,BottomsTexPantsNormalComedian0,5736,2AgN6yfDb4J7vkrLw,True
comedian's pants,Blue,False,2100,525,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,BottomsTexPantsNormalComedian1,11372,ZMNbGsd6ohsAeMdWP,True
comedian's pants,Red,False,2100,525,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,BottomsTexPantsNormalComedian2,11373,dfbDHy7bcSL65F5iS,True
comedian's pants,Yellow,False,2100,525,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,BottomsTexPantsNormalComedian3,11374,cFJbT39oyaosBJgZW,True
comedian's pants,Green,False,2100,525,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,BottomsTexPantsNormalComedian4,11375,xxqufwfX3RAtXGEwG,True
comedian's pants,Purple,False,2100,525,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,BottomsTexPantsNormalComedian5,11376,ebEXKa53MZCSMJk6M,True
comedian's pants,Aquamarine,False,2100,525,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,BottomsTexPantsNormalComedian6,11377,ujrZCxQMHg5xpQDmg,True
comedian's pants,White,False,2100,525,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,False,BottomsTexPantsNormalComedian7,11378,6KpRqiQ7reR2rRuJt,True
comic shorts,Black,False,1140,285,Colorful,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,comfy; vacation,False,BottomsTexPantsHalfComic0,5411,TFDJr788MeaHhmaw4,True
corduroy pants,Camel,False,1040,260,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexPantsWideCorduroy0,4602,eYgbZsTTRhZiKqeJL,True
corduroy pants,Brown,False,1040,260,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday,False,BottomsTexPantsWideCorduroy1,9725,4NBNcdENnPc6CQ9Tg,True
corduroy pants,Pink,False,1040,260,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday,False,BottomsTexPantsWideCorduroy2,9726,C7Z2sj3c25KN5NbXX,True
corduroy pants,Green,False,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday,False,BottomsTexPantsWideCorduroy3,9727,bpSpcGFuw6ev9G4DM,True
corduroy pants,Light gray,False,1040,260,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexPantsWideCorduroy4,9728,sivNDyug23pyzX5vX,True
corduroy pants,Black,False,1040,260,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexPantsWideCorduroy5,9729,jghFRrscG3LNw3Zjs,True
corduroy skirt,Brown,False,1040,260,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexSkirtBoxCorduroy0,4296,hkh2BatWWHbp4Takj,True
corduroy skirt,Camel,False,1040,260,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexSkirtBoxCorduroy1,11145,j87g2ybZPiMSuFM3c,True
corduroy skirt,Pink,False,1040,260,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexSkirtBoxCorduroy2,11146,SEAWj7xusERnyPfX2,True
corduroy skirt,Green,False,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexSkirtBoxCorduroy3,11147,rsn5a7ewFoKZwqGBM,True
corduroy skirt,Light gray,False,1040,260,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexSkirtBoxCorduroy4,11148,s2NQ2ErkM9ww5n2yR,True
corduroy skirt,Black,False,1040,260,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexSkirtBoxCorduroy5,11149,gQpa9CCG6BtGZ3p8Y,True
corte skirt,Blue,False,880,220,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,comfy; vacation,False,BottomsTexSkirtLongCorte0,5781,QztEA2BHy6k26G47J,True
corte skirt,Magenta,False,880,220,Pink,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,comfy; vacation,False,BottomsTexSkirtLongCorte1,8747,BT4nLGNxHn76pGAGS,True
corte skirt,Green,False,880,220,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,comfy; vacation,False,BottomsTexSkirtLongCorte2,8748,XvWSD3qqc2S4ngTbn,True
cropped pants,Black,False,920,230,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; formal; work,False,BottomsTexPantsNormalCropped0,4408,AMgJhWiZ3cwDzCE4L,True
cropped pants,White,False,920,230,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,False,BottomsTexPantsNormalCropped1,9707,3kxw3nFpQHeNdweep,True
cropped pants,Pink,False,920,230,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,False,BottomsTexPantsNormalCropped2,9708,DXthceTZC45rJ3zSL,True
cropped pants,Light blue,False,920,230,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,False,BottomsTexPantsNormalCropped3,9709,mAxKFpZasiLL3zbvp,True
cropped pants,Beige,False,920,230,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,False,BottomsTexPantsNormalCropped4,9710,zKAAToR2hxStXvw9a,True
cropped pants,Orange,False,920,230,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,False,BottomsTexPantsNormalCropped5,9711,fWnwgErZPiu6iCNEF,True
cropped pants,Blue,False,920,230,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,False,BottomsTexPantsNormalCropped6,9712,2PdktqSeZMosQpqPG,True
cropped pants,Yellow,False,920,230,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; formal; work,False,BottomsTexPantsNormalCropped7,9713,2CgLvY2RgEmj7tKBT,True
cuffed pants,Brown,False,1100,275,Brown,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexPantsWideSusomise0,3353,3LaTyaJxffCQu8SAt,True
cuffed pants,Purple,False,1100,275,Purple,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexPantsWideSusomise1,9263,FJhjZmdbL3vDw48fH,True
cuffed pants,Green,False,1100,275,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexPantsWideSusomise2,9264,qL7Y8MZrKWirDf6ZZ,True
cuffed pants,Gray,False,1100,275,Black,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexPantsWideSusomise3,9265,am6sZqRcWeCFrFMXR,True
culottes,Light blue,False,700,175,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; comfy; vacation,False,BottomsTexPantsHotCulotte0,4444,RgAErh45t95DZ8Nn4,True
culottes,White,False,700,175,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; comfy; vacation,False,BottomsTexPantsHotCulotte1,6842,x9PFQGeAAT5iNmgjj,True
culottes,Pink,False,700,175,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cute,everyday; comfy; vacation,False,BottomsTexPantsHotCulotte2,8864,GEG3RYzADsSxdt38c,True
culottes,Green,False,700,175,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; comfy; vacation,False,BottomsTexPantsHotCulotte3,8865,SQWJ8DzsM6ry2kTeg,True
cut-pleather skirt,Brown,False,1100,275,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; formal,False,BottomsTexSkirtLongCutleather0,5810,8r7m68QdwqXr8epLs,True
cut-pleather skirt,Pink,False,1100,275,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal,False,BottomsTexSkirtLongCutleather1,10212,4yn6GrC7rawbQjqfK,True
cut-pleather skirt,Navy blue,False,1100,275,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal,False,BottomsTexSkirtLongCutleather2,10213,o9gdhykGrGLeE45fn,True
cut-pleather skirt,White,False,1100,275,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; formal,False,BottomsTexSkirtLongCutleather3,10214,fAuc7GZHMFQTx4CFc,True
cycling shorts,Blue & red,False,700,175,Black,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,False,BottomsTexPantsNormalCycle0,4514,ef7kY3mvZ7Xk5jPWa,True
cycling shorts,Black & blue,False,700,175,White,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,False,BottomsTexPantsNormalCycle1,11300,9vh2QAKuomxh5Kbta,True
cycling shorts,Black & red,False,700,175,White,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,False,BottomsTexPantsNormalCycle2,11301,52MTmeEAG46xvAb9s,True
cycling shorts,Black & yellow,False,700,175,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,False,BottomsTexPantsNormalCycle3,11302,MFtRt3sF9Z7dEr7aN,True
cycling shorts,Red & green,False,700,175,Black,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,False,BottomsTexPantsNormalCycle4,11303,bguvHHqsen4aQwRny,True
cycling shorts,Orange & red,False,700,175,Black,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,False,BottomsTexPantsNormalCycle5,11304,FoKGJ4QjcBpwydgyG,True
cycling shorts,Green & purple,False,700,175,Black,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,False,BottomsTexPantsNormalCycle6,11305,vrogRCEDBGCmNmfdc,True
cycling shorts,Purple & pink,False,700,175,Black,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,False,BottomsTexPantsNormalCycle7,11306,oYfNtrQiHbFMhT92j,True
dance warm-up pants,Black,False,1560,390,Black,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Active,sporty; theatrical,False,BottomsTexPantsWideCool0,5341,ZTZwYwqz2n9qW53Mi,True
dance warm-up pants,White,False,1560,390,White,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; theatrical,False,BottomsTexPantsWideCool1,11395,2QxKM3mAxYXq5qskp,True
dance warm-up pants,Purple,False,1560,390,Purple,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; theatrical,False,BottomsTexPantsWideCool2,11396,q55f5tgKiTLQvpmJf,True
dance warm-up pants,Red,False,1560,390,Red,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; theatrical,False,BottomsTexPantsWideCool3,11397,fiwEXBH5Y8oqgaDJ5,True
denim cutoffs,Blue,False,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,BottomsTexPantsHotDenim0,4274,Kv8PYshxcyKKdmyhX,True
denim cutoffs,Light blue,False,1120,280,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,BottomsTexPantsHotDenim1,11437,ym3PWLnmFQcWyJ4d4,True
denim cutoffs,Navy blue,False,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,BottomsTexPantsHotDenim2,11438,ypCqhyLDBAuqh4fbt,True
denim cutoffs,White,False,1120,280,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,BottomsTexPantsHotDenim3,11439,THnK5A7xGdsBLo8Pp,True
denim cutoffs,Black,False,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; vacation,False,BottomsTexPantsHotDenim4,11440,SzPQyd6uxYRKWW8kY,True
denim painter's pants,Navy blue,False,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; outdoorsy,False,BottomsTexPantsWideDenim0,4326,ceiiX7GP8z5jcbuTD,True
denim painter's pants,Light blue,False,1560,390,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; outdoorsy,False,BottomsTexPantsWideDenim1,11441,HzSnkzELNBWK4yCPF,True
denim painter's pants,Blue,False,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; outdoorsy,False,BottomsTexPantsWideDenim2,11442,RDTrkZNQcQfic5BjR,True
denim painter's pants,Black,False,1560,390,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday; outdoorsy,False,BottomsTexPantsWideDenim3,11443,Hjej972wpF6ACEpwh,True
denim painter's pants,White,False,1560,390,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday; outdoorsy,False,BottomsTexPantsWideDenim4,11444,fjFfcnuP6AspciSsy,True
denim pants,Blue,False,1120,280,Blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexPantsNormalDenim0,2403,DpJvPcpkWgRqisKcL,True
denim pants,Light blue,False,1120,280,Light blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexPantsNormalDenim1,4186,izYciEGnwPJ7Erg3p,True
denim pants,Navy blue,False,1120,280,Blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexPantsNormalDenim2,4187,zSsve7gJc6zCaLnpW,True
denim pants,Black,False,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,BottomsTexPantsNormalDenim3,4188,QgsJKasays7kidmWx,True
denim pants,White,False,1120,280,White,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday,False,BottomsTexPantsNormalDenim4,9011,sH4QKboThjrZCQN6w,True
denim skirt,Blue,False,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,BottomsTexSkirtBoxDenim0,4246,vfhfZyEpu3Mcf2wAy,True
denim skirt,Light blue,False,1120,280,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,BottomsTexSkirtBoxDenim1,11430,498nbZBktiBQLfwKp,True
denim skirt,Navy blue,False,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,BottomsTexSkirtBoxDenim2,11431,KtBuYGSet8Encdqvy,True
denim skirt,Black,False,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; vacation,False,BottomsTexSkirtBoxDenim3,11432,2NZnFeDdBNbi8GZSj,True
denim skirt,White,False,1120,280,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; vacation,False,BottomsTexSkirtBoxDenim4,11433,KSAGPGrfmWBy6pigt,True
dotted shorts,Black,False,980,245,Black,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; comfy; vacation,False,BottomsTexPantsHotDotgold0,4523,HuouSMhXorBsF2tf9,True
dotted shorts,Gray,False,980,245,Gray,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,party; comfy; vacation,False,BottomsTexPantsHotDotgold1,8915,Ps3tCz2qEf8e7K4Jq,True
down pants,Blue,False,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,False,BottomsTexPantsNormalDown0,4256,FzsL6Xz7obxkJrytM,True
down pants,Black,False,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Active,everyday; outdoorsy,False,BottomsTexPantsNormalDown1,11263,z233kJawJeJET3qa8,True
down pants,Red,False,1120,280,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,False,BottomsTexPantsNormalDown2,11264,y7GbDiW9p3uWGhmFE,True
down pants,White,False,1120,280,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Active,everyday; outdoorsy,False,BottomsTexPantsNormalDown3,11265,4LAK548pbxr8HzPnb,True
down pants,Green,False,1120,280,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,False,BottomsTexPantsNormalDown4,11266,ezyQsKqbiFkxN33yb,True
down pants,Yellow,False,1120,280,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,False,BottomsTexPantsNormalDown5,11267,ndGsiwDgZcpGP69rL,True
down pants,Orange,False,1120,280,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,False,BottomsTexPantsNormalDown6,11268,AMTdn9MsNLKpDEWx2,True
down pants,Lime,False,1120,280,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,False,BottomsTexPantsNormalDown7,11269,fu6ZGqKNMtZQyYzq7,True
down skirt,Blue,False,1040,260,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,False,BottomsTexSkirtBoxDown0,4266,3wL2E3cZSa4aRkHGz,True
down skirt,Black,False,1040,260,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,False,BottomsTexSkirtBoxDown1,11328,dBkF3Zf6oWLg3Gt4y,True
down skirt,Red,False,1040,260,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,False,BottomsTexSkirtBoxDown2,11329,QCezqDHXCah3TBZaz,True
down skirt,White,False,1040,260,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Active,everyday; outdoorsy,False,BottomsTexSkirtBoxDown3,11330,7X4aN5KCzFXWL8P9s,True
down skirt,Green,False,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,False,BottomsTexSkirtBoxDown4,11331,Hx5JtwDLQhPrihaYM,True
down skirt,Yellow,False,1040,260,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,False,BottomsTexSkirtBoxDown5,11332,tvwaCKBZWKXPgnYk6,True
down skirt,Orange,False,1040,260,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,False,BottomsTexSkirtBoxDown6,11333,6oMwW9rekLGpZTvWq,True
down skirt,Lime,False,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,False,BottomsTexSkirtBoxDown7,11334,KAqonXaQTynmzJpM6,True
draped skirt,Red,False,1820,455,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Simple,everyday; comfy; vacation,False,BottomsTexSkirtLongDrape0,4505,yZoqHMZqpbCWxRupR,True
draped skirt,Green,False,1820,455,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Simple,everyday; comfy; vacation,False,BottomsTexSkirtLongDrape1,11656,DM6hBScxAq4ebriqJ,True
draped skirt,Blue,False,1820,455,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Simple,everyday; comfy; vacation,False,BottomsTexSkirtLongDrape2,11657,zNjaggXwY25wcX5dF,True
draped skirt,Gray,False,1820,455,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Simple,everyday; comfy; vacation,False,BottomsTexSkirtLongDrape3,11658,7Cq9eFLxn57JAcrTo,True
draped skirt,Orange,False,1820,455,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Simple,everyday; comfy; vacation,False,BottomsTexSkirtLongDrape4,11659,wd9z4LFNDH8LaF3JD,True
