Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable
cacao tree,,,,,False,False,False,,2300,575,Green,Brown,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,living room,None,None,None,False,Plants,False,Does not play music,No lighting,FtrPlantCacao,,1277,ZSqvuvwvkno5cSRbj,True
campfire,,,,,True,False,False,,,30,Brown,Brown,1x1,,Crafting,,1.0.0,outdoors,None,None,None,True,Fireplace,True,Does not play music,Candle,FtrBonfire,,1429,9CianvzagBoXJohyr,False
campfire cookware,,,,,False,False,False,,900,225,Brown,Black,1x1,,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,outdoors,None,None,None,True,Kitchen Things,True,Does not play music,Candle,FtrMesstin,,1433,hk3E2ppSro5Y8hWXy,True
camping cot,Green,,,,False,False,False,,1800,450,Green,Green,2x1,,Starting items,,1.0.0,outdoors,None,None,None,True,Bed,True,Does not play music,No lighting,FtrCampbed_Remake_0_0,0_0,4081,sfsBgF9jsrzPj8hg4,True
camping cot,Yellow,,,,False,False,False,,1800,450,Yellow,Yellow,2x1,,Starting items,,1.0.0,outdoors,None,None,None,True,Bed,True,Does not play music,No lighting,FtrCampbed_Remake_1_0,1_0,4081,EfgFd67XeHoa6Z6JZ,True
camping cot,Red,,,,False,False,False,,1800,450,Red,Red,2x1,,Starting items,,1.0.0,outdoors,None,None,None,True,Bed,True,Does not play music,No lighting,FtrCampbed_Remake_2_0,2_0,4081,2gThSCsx2x2wpHhu5,True
camping cot,Blue,,,,False,False,False,,1800,450,Blue,Blue,2x1,,Starting items,,1.0.0,outdoors,None,None,None,True,Bed,True,Does not play music,No lighting,FtrCampbed_Remake_3_0,3_0,4081,GCwByrDvsBhiSPMNQ,True
camping cot,Snow camouflage,,,,False,False,False,,1800,450,Gray,Black,2x1,,Starting items,,1.0.0,outdoors,None,None,None,True,Bed,True,Does not play music,No lighting,FtrCampbed_Remake_4_0,4_0,4081,2eHwvk2KGEn5yiwbK,True
camping cot,Camouflage,,,,False,False,False,,1800,450,Green,Brown,2x1,,Starting items,,1.0.0,outdoors,None,None,None,True,Bed,True,Does not play music,No lighting,FtrCampbed_Remake_5_0,5_0,4081,L4q77XTgsDtuSpvpW,True
camping cot,Simple pattern,,,,False,False,False,,1800,450,White,White,2x1,,Starting items,,1.0.0,outdoors,None,None,None,True,Bed,True,Does not play music,No lighting,FtrCampbed_Remake_6_0,6_0,4081,qnt5pxqwcM6xciH5k,True
camping cot,Pop pattern,,,,False,False,False,,1800,450,Light blue,Yellow,2x1,,Starting items,,1.0.0,outdoors,None,None,None,True,Bed,True,Does not play music,No lighting,FtrCampbed_Remake_7_0,7_0,4081,narbLwb9zabr92qD3,True
campsite sign,,,,,False,False,False,,2500,625,Brown,Colorful,2x1,,Nook Shopping Promotion,Link Nintendo Account to Pocket Camp; then redeem a 16-digit code on your Nintendo Switch,1.1.0,facility,garden,None,None,False,Compass,False,Does not play music,No lighting,FtrCompassSignCamp,,12374,PxHDjz2Sd3xSQgK3x,False
Cancer table,,,,,True,False,False,,,21975,Yellow,White,1x1,,Crafting,,1.0.0,expensive,None,stars,None,False,Table,False,Does not play music,No lighting,FtrZodiacCancer,,5959,EzTZ4XnhhHSi4sNW6,False
candy machine,Red,,,,False,False,False,,2800,700,Red,Colorful,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,facility,None,None,True,Shop,False,Does not play music,No lighting,FtrCandymachine_Remake_0_0,0_0,7392,osj9ufcCHK5KMtiHM,True
candy machine,Blue,,,,False,False,False,,2800,700,Blue,Colorful,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,facility,None,None,True,Shop,False,Does not play music,No lighting,FtrCandymachine_Remake_1_0,1_0,7392,RXTvtW3rGMPTDQocL,True
candy machine,Yellow,,,,False,False,False,,2800,700,Yellow,Colorful,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,facility,None,None,True,Shop,False,Does not play music,No lighting,FtrCandymachine_Remake_2_0,2_0,7392,23iT82PeQcyotkG65,True
candy machine,Pink,,,,False,False,False,,2800,700,Pink,Colorful,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,facility,None,None,True,Shop,False,Does not play music,No lighting,FtrCandymachine_Remake_3_0,3_0,7392,MqMKRFefjKay7ggQt,True
Capricorn ornament,,,,,True,False,False,,,22650,White,Yellow,2x1,,Crafting,,1.0.0,expensive,None,stars,None,Wardrobe,Chest,False,Does not play music,No lighting,FtrZodiacCapricornus,,5957,FGgfk92foabkrsPhm,False
cardboard bed,Plain,Cardboard,,,True,True,False,1.0,,240,Yellow,Yellow,2x1,,Crafting,,1.0.0,garage,None,cardboard,None,True,Bed,False,Does not play music,No lighting,FtrCardboardBedS_Remake_0_0,0_0,7161,kmCyzX6mPQaGfXMtN,False
cardboard bed,Labeled,Cardboard,,,True,True,False,1.0,,240,Yellow,Yellow,2x1,,Crafting,,1.0.0,garage,None,cardboard,None,True,Bed,False,Does not play music,No lighting,FtrCardboardBedS_Remake_1_0,1_0,7161,aBGNMfGmbvq5XLarF,False
cardboard chair,Plain,Cardboard,,,True,True,False,1.0,,60,Beige,Beige,1x1,,Crafting,,1.0.0,garage,None,cardboard,None,True,Chair,False,Does not play music,No lighting,FtrCardboardChairS_Remake_0_0,0_0,7163,mqca3DbkPwWjjamD3,False
cardboard chair,Labeled,Cardboard,,,True,True,False,1.0,,60,Beige,Beige,1x1,,Crafting,,1.0.0,garage,None,cardboard,None,True,Chair,False,Does not play music,No lighting,FtrCardboardChairS_Remake_1_0,1_0,7163,ByPDFJS9MpsPS2zfu,False
cardboard sofa,Plain,Cardboard,,,True,True,False,1.0,,120,Beige,Beige,2x1,,Crafting,,1.0.0,garage,None,cardboard,None,True,Sofa,False,Does not play music,No lighting,FtrCardboardSofaL_Remake_0_0,0_0,7159,gC3KJKpMt87pMCcgD,False
cardboard sofa,Labeled,Cardboard,,,True,True,False,1.0,,120,White,Beige,2x1,,Crafting,,1.0.0,garage,None,cardboard,None,True,Sofa,False,Does not play music,No lighting,FtrCardboardSofaL_Remake_1_0,1_0,7159,3mRAPxkYPuFFet5Jc,False
cardboard table,Plain,Cardboard,,,True,True,False,1.0,,240,Yellow,Yellow,2x2,,Crafting,,1.0.0,garage,None,cardboard,None,False,Table,False,Does not play music,No lighting,FtrCardboardTableL_Remake_0_0,0_0,7160,oWfyQn9HBFh79uJpZ,False
cardboard table,Labeled,Cardboard,,,True,True,False,1.0,,240,Yellow,White,2x2,,Crafting,,1.0.0,garage,None,cardboard,None,False,Table,False,Does not play music,No lighting,FtrCardboardTableL_Remake_1_0,1_0,7160,5jGB3ZbuTjWHkRKfE,False
cat tower,Beige,,,,False,False,False,,3000,750,Beige,Beige,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,True,Animal,False,Does not play music,No lighting,FtrCattower_Remake_0_0,0_0,896,dESzzmpnPWP47WMBA,True
cat tower,Brown,,,,False,False,False,,3000,750,Brown,Beige,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,True,Animal,False,Does not play music,No lighting,FtrCattower_Remake_1_0,1_0,896,yZD44wEXn4quwQ3aP,True
cat tower,Navy blue,,,,False,False,False,,3000,750,Blue,Beige,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,True,Animal,False,Does not play music,No lighting,FtrCattower_Remake_2_0,2_0,896,JKFcLxQLx7tsBgrMN,True
cat tower,Gray,,,,False,False,False,,3000,750,Gray,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,True,Animal,False,Does not play music,No lighting,FtrCattower_Remake_3_0,3_0,896,Y953xJRFab2fkLDLt,True
cat tower,Pink,,,,False,False,False,,3000,750,Pink,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,True,Animal,False,Does not play music,No lighting,FtrCattower_Remake_4_0,4_0,896,rqfHFJBqY3x6XmvLB,True
cat tower,White,,,,False,False,False,,3000,750,White,Beige,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,True,Animal,False,Does not play music,No lighting,FtrCattower_Remake_5_0,5_0,896,CFXFDntJPQSSipxWk,True
cello,Natural,,,,False,False,False,,130000,32500,Brown,Brown,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,music,expensive,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrCello_Remake_0_0,0_0,1449,hYWHpBsCyNLgwFBw4,True
cello,White,,,,False,False,False,,130000,32500,White,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,music,expensive,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrCello_Remake_1_0,1_0,1449,4jemqLGjvD9T5mwuK,True
cello,Black,,,,False,False,False,,130000,32500,Black,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,music,expensive,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrCello_Remake_2_0,2_0,1449,uAEgymFL94tnJvjeo,True
chalkboard,Blank,,,,False,False,False,,2600,650,Green,Gray,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,None,None,None,False,School,False,Does not play music,No lighting,FtrBlackboard_Remake_0_0,0_0,2012,yjnGeCu5A8D3BYPNy,True
chalkboard,After school,,,,False,False,False,,2600,650,Green,Gray,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,None,None,None,False,School,False,Does not play music,No lighting,FtrBlackboard_Remake_1_0,1_0,2012,Gd8RWYX24zAm3w6pR,True
chalkboard,Foreign language,,,,False,False,False,,2600,650,Green,Gray,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,None,None,None,False,School,False,Does not play music,No lighting,FtrBlackboard_Remake_2_0,2_0,2012,DAxx3aBrTRzKjNioy,True
chalkboard,Math,,,,False,False,False,,2600,650,Green,Gray,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,None,None,None,False,School,False,Does not play music,No lighting,FtrBlackboard_Remake_3_0,3_0,2012,atRnsthywz6gyJmHc,True
chalkboard,Music,,,,False,False,False,,2600,650,Green,Gray,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,None,None,None,False,School,False,Does not play music,No lighting,FtrBlackboard_Remake_4_0,4_0,2012,6on4fD474xYQ6wi4a,True
chalkboard,Club activities,,,,False,False,False,,2600,650,Green,Gray,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,None,None,None,False,School,False,Does not play music,No lighting,FtrBlackboard_Remake_5_0,5_0,2012,YgLwnzTH6oyNgzB7K,True
chalkboard,Art,,,,False,False,False,,2600,650,Green,Gray,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,None,None,None,False,School,False,Does not play music,No lighting,FtrBlackboard_Remake_6_0,6_0,2012,rArZv7hcaCo4hC9hz,True
champion's pennant,Red,,,,False,False,False,,3900,975,Red,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,None,None,None,False,School,False,Does not play music,No lighting,FtrVictoryflag_Remake_0_0,0_0,7264,FFZJ8xch4FzgnPgLY,True
champion's pennant,Blue,,,,False,False,False,,3900,975,Blue,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,None,None,None,False,School,False,Does not play music,No lighting,FtrVictoryflag_Remake_1_0,1_0,7264,nKaysnNNRnEdgmxMp,True
champion's pennant,Green,,,,False,False,False,,3900,975,Green,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,None,None,None,False,School,False,Does not play music,No lighting,FtrVictoryflag_Remake_2_0,2_0,7264,yczJPkDz2CLwurp8j,True
champion's pennant,Black,,,,False,False,False,,3900,975,Black,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,None,None,None,False,School,False,Does not play music,No lighting,FtrVictoryflag_Remake_3_0,3_0,7264,uyYD3bFGgfvdmtfqQ,True
changing room,Gray,,White,Curtain,False,False,True,2.0,3700,925,White,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_0_0,0_0,1816,7AgotMN5NwbjAmjNQ,True
changing room,Gray,,Purple,Curtain,False,False,True,2.0,3700,925,White,Purple,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_0_1,0_1,1816,ix23xBZAgkNvgMz37,True
changing room,Gray,,Black,Curtain,False,False,True,2.0,3700,925,White,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_0_2,0_2,1816,SRCSi2JJhquLSCZ8e,True
changing room,Gray,,Yellow,Curtain,False,False,True,2.0,3700,925,White,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_0_3,0_3,1816,5LF7kvq2vx6t9WNvz,True
changing room,Gray,,Pink,Curtain,False,False,True,2.0,3700,925,White,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_0_4,0_4,1816,GkLpRsYjKtNT6rMKW,True
changing room,Gray,,Red,Curtain,False,False,True,2.0,3700,925,White,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_0_5,0_5,1816,4aRrQYq57rDxJkesF,True
changing room,Gray,,Green,Curtain,False,False,True,2.0,3700,925,White,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_0_6,0_6,1816,YMxucW7KzNz6NqmWp,True
changing room,Gray,,Blue,Curtain,False,False,True,2.0,3700,925,White,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_0_7,0_7,1816,x37RGuHrDjMtvGnj5,True
changing room,Beige,,White,Curtain,False,False,True,2.0,3700,925,Yellow,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_1_0,1_0,1816,HC78zjnDvoFo8gaNK,True
changing room,Beige,,Purple,Curtain,False,False,True,2.0,3700,925,Yellow,Purple,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_1_1,1_1,1816,9TyMiWTo8XgkRbipQ,True
changing room,Beige,,Black,Curtain,False,False,True,2.0,3700,925,Yellow,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_1_2,1_2,1816,qHL9ohFPfgs4HZdrb,True
changing room,Beige,,Yellow,Curtain,False,False,True,2.0,3700,925,Yellow,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_1_3,1_3,1816,HHFZSHj9TKwgbyxSZ,True
changing room,Beige,,Pink,Curtain,False,False,True,2.0,3700,925,Yellow,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_1_4,1_4,1816,NPSJ8SLN6pEWWjLs2,True
changing room,Beige,,Red,Curtain,False,False,True,2.0,3700,925,Yellow,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_1_5,1_5,1816,KcXaGW49HwocRBvzj,True
changing room,Beige,,Green,Curtain,False,False,True,2.0,3700,925,Yellow,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_1_6,1_6,1816,5sR6zTAe9PsMcZkpn,True
changing room,Beige,,Blue,Curtain,False,False,True,2.0,3700,925,Yellow,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_1_7,1_7,1816,8oWjcCYKdLuAmDkNX,True
changing room,Brown,,White,Curtain,False,False,True,2.0,3700,925,Orange,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_2_0,2_0,1816,s3rtd7w4a4ky6JkAe,True
changing room,Brown,,Purple,Curtain,False,False,True,2.0,3700,925,Orange,Purple,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_2_1,2_1,1816,BmTLWo9YRFvGmQFdK,True
changing room,Brown,,Black,Curtain,False,False,True,2.0,3700,925,Orange,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_2_2,2_2,1816,k3t55AoYzTC95inHh,True
changing room,Brown,,Yellow,Curtain,False,False,True,2.0,3700,925,Orange,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_2_3,2_3,1816,jtW7atCYG4MFzjjoH,True
changing room,Brown,,Pink,Curtain,False,False,True,2.0,3700,925,Orange,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_2_4,2_4,1816,t3PqQ3hcZ7kLXFMt2,True
changing room,Brown,,Red,Curtain,False,False,True,2.0,3700,925,Orange,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_2_5,2_5,1816,dbFPyRHSv7PSBbxYm,True
changing room,Brown,,Green,Curtain,False,False,True,2.0,3700,925,Orange,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_2_6,2_6,1816,akZy4YmBLk8ETzBZR,True
changing room,Brown,,Blue,Curtain,False,False,True,2.0,3700,925,Orange,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_2_7,2_7,1816,rPWmGac8peyAiXo9n,True
changing room,Dark brown,,White,Curtain,False,False,True,2.0,3700,925,Brown,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_3_0,3_0,1816,T3Sq38zLfr5LxhkQL,True
changing room,Dark brown,,Purple,Curtain,False,False,True,2.0,3700,925,Brown,Purple,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_3_1,3_1,1816,aPu342SNxYFn8CfuJ,True
changing room,Dark brown,,Black,Curtain,False,False,True,2.0,3700,925,Brown,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_3_2,3_2,1816,3dFxBfCwKfc6Qf4sk,True
changing room,Dark brown,,Yellow,Curtain,False,False,True,2.0,3700,925,Brown,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_3_3,3_3,1816,JPviijww3dMcTiSqv,True
changing room,Dark brown,,Pink,Curtain,False,False,True,2.0,3700,925,Brown,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_3_4,3_4,1816,cQ2G6AawfmoCrZhGW,True
changing room,Dark brown,,Red,Curtain,False,False,True,2.0,3700,925,Brown,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_3_5,3_5,1816,okuEz5tc6JoST7KyC,True
changing room,Dark brown,,Green,Curtain,False,False,True,2.0,3700,925,Brown,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_3_6,3_6,1816,TuEo85hZGTKmhF8Ti,True
changing room,Dark brown,,Blue,Curtain,False,False,True,2.0,3700,925,Brown,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_3_7,3_7,1816,4EtKRhoEjoPyxpMsB,True
changing room,Black,,White,Curtain,False,False,True,2.0,3700,925,Black,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_4_0,4_0,1816,SRDQjDatcaYRfDfm6,True
changing room,Black,,Purple,Curtain,False,False,True,2.0,3700,925,Black,Purple,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_4_1,4_1,1816,FrfbchYxYejDNhdfs,True
changing room,Black,,Black,Curtain,False,False,True,2.0,3700,925,Black,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_4_2,4_2,1816,WxywpCh64irnyem5c,True
changing room,Black,,Yellow,Curtain,False,False,True,2.0,3700,925,Black,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_4_3,4_3,1816,7ZFbpAqaYgdww3JWc,True
changing room,Black,,Pink,Curtain,False,False,True,2.0,3700,925,Black,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_4_4,4_4,1816,ED9RaoFGMEr6trrtW,True
changing room,Black,,Red,Curtain,False,False,True,2.0,3700,925,Black,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_4_5,4_5,1816,ojMJyxybGMKHfT3NL,True
changing room,Black,,Green,Curtain,False,False,True,2.0,3700,925,Black,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_4_6,4_6,1816,tbo33Z2LABD7wBoLi,True
changing room,Black,,Blue,Curtain,False,False,True,2.0,3700,925,Black,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_4_7,4_7,1816,LPLixYMcZctmRHZo6,True
changing room,Blue,,White,Curtain,False,False,True,2.0,3700,925,Blue,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_5_0,5_0,1816,9NcRAwMhgZQhSmTKA,True
changing room,Blue,,Purple,Curtain,False,False,True,2.0,3700,925,Blue,Purple,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_5_1,5_1,1816,PFDKfsfZvHBWmR4rh,True
changing room,Blue,,Black,Curtain,False,False,True,2.0,3700,925,Blue,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_5_2,5_2,1816,tf7tuJbkg6QRvZLiQ,True
changing room,Blue,,Yellow,Curtain,False,False,True,2.0,3700,925,Blue,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,facility,None,None,Wardrobe,Shop,False,Does not play music,No lighting,FtrFittingroom_Remake_5_3,5_3,1816,KaE9hHGdHEG5a4ZXB,True
