Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Lighting Type,Door Deco,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable
diner neon clock,Red,,B & W numeral,Clock face,False,False,True,1,1500,375,Red,Black,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_0_2,0_2,4144,BNasGEvtitX2LNwiL,True
diner neon clock,Blue,,Red lines,Clock face,False,False,True,1,1500,375,Blue,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_1_0,1_0,4144,MC4LsKsvtL2vJ6KaR,True
diner neon clock,Blue,,Blue bee,Clock face,False,False,True,1,1500,375,Blue,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_1_1,1_1,4144,Ed5nzJtwF5wmbZYZ7,True
diner neon clock,Blue,,B & W numeral,Clock face,False,False,True,1,1500,375,Blue,Black,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_1_2,1_2,4144,SrEYTuQf7nPL3darP,True
diner neon clock,Yellow,,Red lines,Clock face,False,False,True,1,1500,375,Yellow,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_2_0,2_0,4144,orcDMn7GEESmqmd3c,True
diner neon clock,Yellow,,Blue bee,Clock face,False,False,True,1,1500,375,Yellow,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_2_1,2_1,4144,eh2kY8qGDPfXCqizA,True
diner neon clock,Yellow,,B & W numeral,Clock face,False,False,True,1,1500,375,Yellow,Black,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_2_2,2_2,4144,bL2eoRBthWjqQk9p4,True
diner neon clock,Aquamarine,,Red lines,Clock face,False,False,True,1,1500,375,Green,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_3_0,3_0,4144,933jFXZSQ3re4Laea,True
diner neon clock,Aquamarine,,Blue bee,Clock face,False,False,True,1,1500,375,Green,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_3_1,3_1,4144,wNaisHm652GQXo8YP,True
diner neon clock,Aquamarine,,B & W numeral,Clock face,False,False,True,1,1500,375,Green,Black,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_3_2,3_2,4144,ChzYntcBrs2tkqbgF,True
diner neon clock,Pink,,Red lines,Clock face,False,False,True,1,1500,375,Pink,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_4_0,4_0,4144,aM6kY4xaZJyTpSFaE,True
diner neon clock,Pink,,Blue bee,Clock face,False,False,True,1,1500,375,Pink,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_4_1,4_1,4144,pMyZMX767SiBRx7Ho,True
diner neon clock,Pink,,B & W numeral,Clock face,False,False,True,1,1500,375,Pink,Black,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_4_2,4_2,4144,AzDPSwSqB7eEN85eR,True
diner neon clock,Cream,,Red lines,Clock face,False,False,True,1,1500,375,White,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_5_0,5_0,4144,M3sbc37oNno3Y2y4f,True
diner neon clock,Cream,,Blue bee,Clock face,False,False,True,1,1500,375,White,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_5_1,5_1,4144,ySXL4ENG8PXbDfYFv,True
diner neon clock,Cream,,B & W numeral,Clock face,False,False,True,1,1500,375,White,Black,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_5_2,5_2,4144,rmTkAf4Cy4wq7CDfC,True
diner neon clock,Purple,,Red lines,Clock face,False,False,True,1,1500,375,Purple,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_6_0,6_0,4144,4iiYR67YwbL2FXriM,True
diner neon clock,Purple,,Blue bee,Clock face,False,False,True,1,1500,375,Purple,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_6_1,6_1,4144,JWQaihPLMCkpumxRY,True
diner neon clock,Purple,,B & W numeral,Clock face,False,False,True,1,1500,375,Purple,Black,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Clock,False,No lighting,False,FtrAmeretroClock_Remake_6_2,6_2,4144,kuTAXNY67mHKkt8vf,True
double-sided wall clock,Black,,,,False,False,False,,1100,275,Black,White,0.5x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,True,Clock,False,No lighting,False,FtrBothsideclockWall_Remake_0_0,0_0,4133,DwQN4SEyH4mrmE5GL,True
double-sided wall clock,White,,,,False,False,False,,1100,275,White,White,0.5x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,True,Clock,False,No lighting,False,FtrBothsideclockWall_Remake_1_0,1_0,4133,i7Bfrh7N29irz5Yc9,True
double-sided wall clock,Silver,,,,False,False,False,,1100,275,Gray,White,0.5x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,True,Clock,False,No lighting,False,FtrBothsideclockWall_Remake_2_0,2_0,4133,dbiAnWZE7xaHiz4uh,True
double-sided wall clock,Green,,,,False,False,False,,1100,275,Light blue,White,0.5x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,True,Clock,False,No lighting,False,FtrBothsideclockWall_Remake_3_0,3_0,4133,sF9NAuPLLFhneX3Kz,True
double-sided wall clock,Red,,,,False,False,False,,1100,275,Red,Black,0.5x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,True,Clock,False,No lighting,False,FtrBothsideclockWall_Remake_4_0,4_0,4133,JwANNqWup9x6yPLkM,True
double-sided wall clock,Yellow,,,,False,False,False,,1100,275,Yellow,Red,0.5x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,True,Clock,False,No lighting,False,FtrBothsideclockWall_Remake_5_0,5_0,4133,6zNYbfhoA4T2hv3TT,True
exit sign,←,,,,False,False,False,,810,202,Green,White,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,facility,None,None,True,Facility Decor,False,No lighting,False,FtrExit_Remake_0_0,0_0,955,KPuyujsNorFJ5NAMR,True
exit sign,→,,,,False,False,False,,810,202,Green,White,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,facility,None,None,True,Facility Decor,False,No lighting,False,FtrExit_Remake_1_0,1_0,955,JgAsmzHX9CnaEFP4o,True
exit sign,Red exit,,,,False,False,False,,810,202,Red,White,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,facility,None,None,True,Facility Decor,False,No lighting,False,FtrExit_Remake_2_0,2_0,955,x4cznjrg3EzHCcLy8,True
exit sign,← →,,,,False,False,False,,810,202,Black,Green,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,office,facility,None,None,True,Facility Decor,False,No lighting,False,FtrExit_Remake_3_0,3_0,955,Fui7cPXS4FdJbC5AH,True
fancy lily wreath,,,,,True,False,False,,,1200,Pink,Yellow,1x1,Crafting,,1.0.0,fancy,None,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathYuriMix,,5677,8PemBLHX35teZJkzR,False
fancy mum wreath,,,,,True,False,False,,,1200,Pink,Red,1x1,Crafting,,1.0.0,fancy,None,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathMumMix,,5749,g9AQk7fhJK4ugWzef,False
fancy rose wreath,,,,,True,False,False,,,1200,Pink,Yellow,1x1,Crafting,,1.0.0,fancy,None,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathRoseMix,,5747,2qqKqAEwdH3MA43hH,False
fish doorplate,Light blue,Color,,,False,True,False,1,,90,Light blue,White,1x1,Fishing Tourney,,1.0.0,child's room,fancy,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentFish_Remake_0_0,0_0,4764,4YpkwmX78YQKie4oA,False
fish doorplate,Red,Color,,,False,True,False,1,,90,Red,White,1x1,Fishing Tourney,,1.0.0,child's room,fancy,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentFish_Remake_1_0,1_0,4764,X2DFdTYe8RXaitwDz,False
fish doorplate,Orange,Color,,,False,True,False,1,,90,Orange,White,1x1,Fishing Tourney,,1.0.0,child's room,fancy,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentFish_Remake_2_0,2_0,4764,jMRxPL2SjToiEnHbY,False
fish doorplate,Yellow,Color,,,False,True,False,1,,90,Yellow,White,1x1,Fishing Tourney,,1.0.0,child's room,fancy,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentFish_Remake_3_0,3_0,4764,LmeMvCyCjxf3MCrJF,False
fish doorplate,Green,Color,,,False,True,False,1,,90,Green,White,1x1,Fishing Tourney,,1.0.0,child's room,fancy,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentFish_Remake_4_0,4_0,4764,L6W9hD2AaGS934K6C,False
fish doorplate,Blue,Color,,,False,True,False,1,,90,Purple,White,1x1,Fishing Tourney,,1.0.0,child's room,fancy,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentFish_Remake_5_0,5_0,4764,pKcKmXwWioDg9fLKp,False
fish doorplate,Black,Color,,,False,True,False,1,,90,Black,White,1x1,Fishing Tourney,,1.0.0,child's room,fancy,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentFish_Remake_6_0,6_0,4764,PuadbAvPoL8QvDG9R,False
fish doorplate,Gray,Color,,,False,True,False,1,,90,Gray,White,1x1,Fishing Tourney,,1.0.0,child's room,fancy,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentFish_Remake_7_0,7_0,4764,Kwkg8BKh54FHkGrP7,False
fish plaque,,,,,False,False,False,,1200,300,Yellow,Brown,1x1,International Museum Day,Reward for completing the Stamp Rally in the fish gallery,1.2.0,expensive,den,None,None,False,Museum,False,No lighting,False,FtrMuseumFishWall,0_0,12486,RdYGQnDdR5PNJaFgH,False
fish print,Giant trevally,Variation,,,False,True,False,1,,700,Black,White,2x1,Fishing Tourney,,1.0.0,ocean,living room,None,None,False,Seaside,False,No lighting,False,FtrFishprint_Remake_0_0,0_0,3699,h3o6vTzCgbEeCX7Qk,False
fish print,Red snapper,Variation,,,False,True,False,1,,700,Red,Colorful,2x1,Fishing Tourney,,1.0.0,ocean,living room,None,None,False,Seaside,False,No lighting,False,FtrFishprint_Remake_1_0,1_0,3699,kykeYHGMomE6ib3Cf,False
fish print,Blue marlin,Variation,,,False,True,False,1,,700,Black,White,2x1,Fishing Tourney,,1.0.0,ocean,living room,None,None,False,Seaside,False,No lighting,False,FtrFishprint_Remake_2_0,2_0,3699,YWaH5Lk8A4nXg3ajd,False
fish print,Squid,Variation,,,False,True,False,1,,700,Black,White,2x1,Fishing Tourney,,1.0.0,ocean,living room,None,None,False,Seaside,False,No lighting,False,FtrFishprint_Remake_3_0,3_0,3699,pGRX55vBK5sMdRoDB,False
fish print,Black bass,Variation,,,False,True,False,1,,700,Black,White,2x1,Fishing Tourney,,1.0.0,ocean,living room,None,None,False,Seaside,False,No lighting,False,FtrFishprint_Remake_4_0,4_0,3699,rwsxsf5HQZZEJpAyz,False
fish print,Carp,Variation,,,False,True,False,1,,700,Black,White,2x1,Fishing Tourney,,1.0.0,ocean,living room,None,None,False,Seaside,False,No lighting,False,FtrFishprint_Remake_5_0,5_0,3699,2s8HgjfPbpwxnKzZZ,False
fish print,Giant snakehead,Variation,,,False,True,False,1,,700,Black,White,2x1,Fishing Tourney,,1.0.0,ocean,living room,None,None,False,Seaside,False,No lighting,False,FtrFishprint_Remake_6_0,6_0,3699,WJZChi5WzkoABaJXJ,False
fishing-boat flag,Nintenmaru - Big Catch,,,,False,False,False,,2200,550,Colorful,Yellow,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,False,Seaside,False,No lighting,False,FtrBigcatchflag_Remake_0_0,0_0,3583,WLrh6WSuT6GRaeXJ4,True
fishing-boat flag,Tsurukamemaru - Longevity,,,,False,False,False,,2200,550,Colorful,Yellow,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,False,Seaside,False,No lighting,False,FtrBigcatchflag_Remake_1_0,1_0,3583,CM4TC6fZ3A56nu4oc,True
fishing-boat flag,Marufukumaru - Bounty,,,,False,False,False,,2200,550,Colorful,Yellow,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,False,Seaside,False,No lighting,False,FtrBigcatchflag_Remake_2_0,2_0,3583,6fkTnq6gtKGNZ2hkd,True
fishing-boat flag,Uomasamaru III - Launch,,,,False,False,False,,2200,550,Colorful,Yellow,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,False,Seaside,False,No lighting,False,FtrBigcatchflag_Remake_3_0,3_0,3583,FvadFFEchz7wY8inP,True
floral swag,Yellow,Color,,,True,True,False,1,,200,Yellow,Light blue,1x1,Crafting,,1.0.0,living room,None,None,None,False,Plants,False,No lighting,False,FtrFlowerSwag_Remake_0_0,0_0,4027,DixWDRX2EtfWWgGpn,False
floral swag,Pink,Color,,,True,True,False,1,,200,Pink,Green,1x1,Crafting,,1.0.0,living room,None,None,None,False,Plants,False,No lighting,False,FtrFlowerSwag_Remake_1_0,1_0,4027,dqybXussR5wojtN2z,False
floral swag,Blue,Color,,,True,True,False,1,,200,Purple,Green,1x1,Crafting,,1.0.0,living room,None,None,None,False,Plants,False,No lighting,False,FtrFlowerSwag_Remake_2_0,2_0,4027,8aQCZQPq5vXgLR343,False
floral swag,White,Color,,,True,True,False,1,,200,White,Yellow,1x1,Crafting,,1.0.0,living room,None,None,None,False,Plants,False,No lighting,False,FtrFlowerSwag_Remake_3_0,3_0,4027,CA7qXcXwJTNX7RCEB,False
floral swag,Colorful,Color,,,True,True,False,1,,200,Colorful,Green,1x1,Crafting,,1.0.0,living room,None,None,None,False,Plants,False,No lighting,False,FtrFlowerSwag_Remake_4_0,4_0,4027,K2yF2iMQvn4HPPTaL,False
formal paper,Brown,,,,False,False,False,,620,155,Beige,Orange,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,den,None,None,False,Study,False,No lighting,False,FtrTestimonial_Remake_0_0,0_0,4099,BQXoMfr2CcyQetnqz,True
formal paper,Light brown,,,,False,False,False,,620,155,White,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,den,None,None,False,Study,False,No lighting,False,FtrTestimonial_Remake_1_0,1_0,4099,yPRxJapynrZNcqZ3e,True
formal paper,Dark brown,,,,False,False,False,,620,155,Beige,Brown,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,den,None,None,False,Study,False,No lighting,False,FtrTestimonial_Remake_2_0,2_0,4099,sMhxWPv3yYTmJgm5k,True
fossil doorplate,Gray,Color,,,True,True,False,1,,500,Gray,Beige,1x1,Crafting,,1.0.0,facility,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentFossil_Remake_0_0,0_0,5719,vy29qgXL4FjiEdMZG,False
fossil doorplate,Blue,Color,,,True,True,False,1,,500,Blue,Beige,1x1,Crafting,,1.0.0,facility,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentFossil_Remake_1_0,1_0,5719,JFe7SwHRez7oT4ick,False
fossil plaque,,,,,False,False,False,,1200,300,Yellow,Brown,1x1,International Museum Day,Reward for completing the Stamp Rally in the fossil gallery,1.2.0,expensive,den,None,None,False,Museum,False,No lighting,False,FtrMuseumFossilWall,0_0,12484,QeCRAdXPWYzTNry5z,False
fruit wreath,,,,,True,False,False,,,2000,Colorful,Colorful,1x1,Crafting,,1.0.0,fancy,None,fruits,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathFruit,,4378,DhQAhiR5Wmz6KoqwE,False
gears,Silver,,,,False,False,False,,1500,375,Gray,Gray,2x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,garage,None,None,True,Facility Decor,False,No lighting,False,FtrGearWall_Remake_0_0,0_0,7280,yC8vuk8WW9jYRDRSM,True
gears,Copper,,,,False,False,False,,1500,375,Brown,Brown,2x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,garage,None,None,True,Facility Decor,False,No lighting,False,FtrGearWall_Remake_1_0,1_0,7280,f5aFGh2RWbuSBkCQC,True
gears,Black,,,,False,False,False,,1500,375,Black,Black,2x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,garage,None,None,True,Facility Decor,False,No lighting,False,FtrGearWall_Remake_2_0,2_0,7280,CHfH8eR7JWCBT6xXd,True
gears,Colorful,,,,False,False,False,,1500,375,Colorful,Colorful,2x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,garage,None,None,True,Facility Decor,False,No lighting,False,FtrGearWall_Remake_3_0,3_0,7280,PX7LD3ypNo3JBbbqz,True
gears,Wooden,,,,False,False,False,,1500,375,Brown,Beige,2x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,garage,None,None,True,Facility Decor,False,No lighting,False,FtrGearWall_Remake_4_0,4_0,7280,q2Y3Mo68vAwW7YNNg,True
gold HHA plaque,,,,,False,False,False,,,450,Brown,Yellow,1x1,HHA,,1.0.0,living room,expensive,None,None,False,Museum,False,No lighting,False,FtrShieldHhaGold,,7035,96FA4Adsv2zNHfLSg,False
gold rose wreath,,,,,True,False,False,,,20000,Yellow,Yellow,1x1,Crafting,,1.0.0,expensive,None,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathRoseGold,,5820,geJErudegm7vdwPW9,False
golden gears,,,,,True,False,False,,,11125,Yellow,Yellow,2x1,Crafting,,1.0.0,expensive,None,golden,None,True,Facility Decor,False,No lighting,False,FtrGearWallGold,,11261,KmDHWA6j4hEsbKkuf,False
grasshopper-head model,,,,,False,False,False,,1400,350,Green,Green,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,None,None,None,False,Special Insect,False,No lighting,False,FtrInsectTonosamabattaFace,,11099,cWJSaiCHDL6REzvyq,True
hanging scroll,Green,,Calligraphy,Design,False,False,True,7,140000,35000,Green,White,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_0_0,0_0,7282,B8BxKEKGEEjK88gjM,True
hanging scroll,Green,,Mountains,Design,False,False,True,7,140000,35000,Green,Gray,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_0_1,0_1,7282,8XbZoCXwptySvKbQi,True
hanging scroll,Green,,Fish,Design,False,False,True,7,140000,35000,Green,Orange,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_0_2,0_2,7282,Wig7YGk5xFjMaLPwo,True
hanging scroll,Green,,Bird,Design,False,False,True,7,140000,35000,Green,Orange,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_0_3,0_3,7282,BDbRXuPiT4fTTHYL5,True
hanging scroll,Green,,Flower,Design,False,False,True,7,140000,35000,Green,Beige,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_0_4,0_4,7282,iRWSAWzPNwGhcuAPS,True
hanging scroll,Brown,,Calligraphy,Design,False,False,True,7,140000,35000,Brown,White,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_1_0,1_0,7282,ZSaKDBJ3MDZBkjR5M,True
hanging scroll,Brown,,Mountains,Design,False,False,True,7,140000,35000,Brown,Gray,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_1_1,1_1,7282,uG6iDJdePfvSACrCJ,True
hanging scroll,Brown,,Fish,Design,False,False,True,7,140000,35000,Brown,Orange,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_1_2,1_2,7282,BYYWmZsWuG9E6EYzN,True
hanging scroll,Brown,,Bird,Design,False,False,True,7,140000,35000,Brown,Orange,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_1_3,1_3,7282,4hQtRfAFgJwFbX6YP,True
hanging scroll,Brown,,Flower,Design,False,False,True,7,140000,35000,Brown,Beige,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_1_4,1_4,7282,iJ66E2e282EHtPQbj,True
hanging scroll,Pink,,Calligraphy,Design,False,False,True,7,140000,35000,Pink,White,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_2_0,2_0,7282,wyKheQr3Dh8bs88yJ,True
hanging scroll,Pink,,Mountains,Design,False,False,True,7,140000,35000,Pink,Gray,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_2_1,2_1,7282,KjjtFBWRK8xwcpXyW,True
hanging scroll,Pink,,Fish,Design,False,False,True,7,140000,35000,Pink,Orange,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_2_2,2_2,7282,N9HRxNfoy2rby5W9e,True
hanging scroll,Pink,,Bird,Design,False,False,True,7,140000,35000,Pink,Orange,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_2_3,2_3,7282,4astTwvSDfL28S64u,True
hanging scroll,Pink,,Flower,Design,False,False,True,7,140000,35000,Pink,Beige,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_2_4,2_4,7282,RFoXDXCqabwbPFYJA,True
hanging scroll,Blue,,Calligraphy,Design,False,False,True,7,140000,35000,Light blue,White,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_3_0,3_0,7282,nENqf7EXKWyepDkio,True
hanging scroll,Blue,,Mountains,Design,False,False,True,7,140000,35000,Light blue,Gray,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_3_1,3_1,7282,8Pn9C5kuJGtQ3WaXp,True
hanging scroll,Blue,,Fish,Design,False,False,True,7,140000,35000,Light blue,Orange,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_3_2,3_2,7282,rBvy2SBvLo2mcpoKo,True
hanging scroll,Blue,,Bird,Design,False,False,True,7,140000,35000,Light blue,Orange,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_3_3,3_3,7282,R2dNMNdzTTqDfN4Wy,True
hanging scroll,Blue,,Flower,Design,False,False,True,7,140000,35000,Light blue,Beige,1x2,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,No lighting,False,FtrHangingscroll_Remake_3_4,3_4,7282,KhDQPxetc9jSS9jCS,True
