Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Filename,Internal ID,Unique Entry ID,Purchasable
denim vest,Navy blue,False,1120,280,Blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,everyday; outdoorsy; vacation,True,TopsTexTopYshirtsNDenim2,11424,rDtYmTwRQppyRhGxs,True
denim vest,Black,False,1120,280,Black,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,everyday; outdoorsy; vacation,True,TopsTexTopYshirtsNDenim3,11425,g5rATHLtCkmNMixKn,True
denim vest,White,False,1120,280,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,everyday; outdoorsy; vacation,True,TopsTexTopYshirtsNDenim4,11426,AXHy2vpWNQrhJm8Lm,True
detective's coat,Brown,False,2500,625,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,work,True,TopsTexTopCoatLDetective0,4681,JPpE2qr6ZvkMgym8e,True
detective's coat,Gray,False,2500,625,Gray,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,work,True,TopsTexTopCoatLDetective1,9231,2oTF5bd7oJ5vioo8y,True
detective's coat,Beige,False,2500,625,Beige,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,work,True,TopsTexTopCoatLDetective2,9232,QcsEmZRoLXiqQxPXZ,True
diner apron,Pink,False,840,210,Pink,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,True,TopsTexTopCoatLDiner0,9815,hKRnjmGtdw7ifKnDd,True
diner apron,Red,False,840,210,Red,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,True,TopsTexTopCoatLDiner1,12086,9TY47EoQFbH7rnLge,True
diner apron,Blue,False,840,210,Blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,True,TopsTexTopCoatLDiner2,12087,mQyhdDXtR6ow8nQ9g,True
diner apron,Yellow,False,840,210,Yellow,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,True,TopsTexTopCoatLDiner3,12088,JeP6Lj2TmjDgco9Cz,True
diner apron,Aquamarine,False,840,210,Green,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,True,TopsTexTopCoatLDiner4,12089,EckXP3CvaANkKJ3ZW,True
diner apron,Cream,False,840,210,Beige,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,True,TopsTexTopCoatLDiner5,12090,y5FCJj7CYrby2zny2,True
diner apron,Black,False,840,210,Black,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,True,TopsTexTopCoatLDiner6,12091,sfqudTHj4v9szgLWR,True
doctor's coat,Red necktie,False,2160,540,White,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,work,True,TopsTexTopCoatLWhitecoat0,3174,HRqmqmYxu9Lqva6ga,True
doctor's coat,Black necktie,False,2160,540,White,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,work,True,TopsTexTopCoatLWhitecoat1,7794,LudiJsF9ut7zd2f7X,True
dolly shirt,Pink,False,960,240,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; fairy tale,True,TopsTexTopPuffHDolly0,9828,P44fsEoB5vHDC9vxu,True
dolly shirt,Blue,False,960,240,Light blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; fairy tale,True,TopsTexTopPuffHDolly1,11952,AcacBmTTXMoCpthvT,True
dolly shirt,Yellow,False,960,240,Yellow,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; fairy tale,True,TopsTexTopPuffHDolly2,11953,su4iyqrqQ2LXC5nfW,True
dolly shirt,Purple,False,960,240,Purple,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; fairy tale,True,TopsTexTopPuffHDolly3,11954,8wbvDqr4vrJSXyppS,True
dotted raincoat,Light blue,False,1600,400,Light blue,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,outdoorsy,True,TopsTexTopCoatLRaindot0,9775,B2y5zLsQkKmStGJAo,True
dotted raincoat,Pink,False,1600,400,Pink,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,outdoorsy,True,TopsTexTopCoatLRaindot1,11922,vL2d24fN4NHbkAMym,True
dotted raincoat,Green,False,1600,400,Green,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,outdoorsy,True,TopsTexTopCoatLRaindot2,11923,oTWYurenFd5465dd7,True
dotted raincoat,Blue,False,1600,400,Blue,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,outdoorsy,True,TopsTexTopCoatLRaindot3,11924,KCX7QtFpAD5uX7g9y,True
dotted raincoat,Turquoise,False,1600,400,Light blue,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,outdoorsy,True,TopsTexTopCoatLRaindot4,11925,jLLh5vTebtEGB9Syr,True
dotted raincoat,Gray,False,1600,400,Gray,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,outdoorsy,True,TopsTexTopCoatLRaindot5,11926,qPRwDY8PHvxaJuReF,True
doublet,Black,False,1520,380,Black,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,formal; theatrical; work,True,TopsTexTopYshirtsLDoublet0,6029,aXx3xZhshp2R24jw2,True
doublet,Blue,False,1520,380,Blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,formal; theatrical; work,True,TopsTexTopYshirtsLDoublet1,8285,caY3QTAeAh6L3eoQZ,True
doublet,Green,False,1520,380,Green,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,formal; theatrical; work,True,TopsTexTopYshirtsLDoublet2,8286,f4fTgyZmKuZyazcJN,True
doublet,Red,False,1520,380,Red,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,formal; theatrical; work,True,TopsTexTopYshirtsLDoublet3,8287,97pWWGfGAEefhejRP,True
down jacket,Blue,False,1120,280,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,True,TopsTexTopOuterLDownjacket0,2778,KrL2xGPw4hkDGAMpw,True
down jacket,Black,False,1120,280,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,True,TopsTexTopOuterLDownjacket1,8308,LZEHcozJ4hvs2f77j,True
down jacket,Red,False,1120,280,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,True,TopsTexTopOuterLDownjacket2,8309,zFkodsTyjRR5KhAWc,True
down jacket,White,False,1120,280,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,True,TopsTexTopOuterLDownjacket3,8310,bug5x399raaQJMBfc,True
down jacket,Green,False,1120,280,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,True,TopsTexTopOuterLDownjacket4,8311,FHNcfer97tNSwEP4k,True
down jacket,Yellow,False,1120,280,Yellow,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,True,TopsTexTopOuterLDownjacket5,8312,x8rLNy5SaYDfkoLBC,True
down jacket,Orange,False,1120,280,Orange,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,True,TopsTexTopOuterLDownjacket6,8313,trHwCjrin99NECa5E,True
down jacket,Lime,False,1120,280,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy,True,TopsTexTopOuterLDownjacket7,8314,Dbzx8w3zjmdf9oTad,True
down ski jacket,Red & yellow,False,1680,420,Red,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopOuterLSkidown0,4735,E5BDtcZ3d2SorxBwt,True
down ski jacket,Blue & green,False,1680,420,Blue,Green,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,True,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopOuterLSkidown1,8334,H5TjQxYanEBbPrp92,True
down ski jacket,Navy & blue,False,1680,420,Blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopOuterLSkidown2,8335,JP4jdFRdHfjAxvw5s,True
down ski jacket,Navy & red,False,1680,420,Blue,Red,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopOuterLSkidown3,8336,S93NjqjcSsinW7vGy,True
dragon jacket,,False,2000,500,Black,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,True,1.0.0,Active,outdoorsy,True,TopsTexTopOuterLSukajandragonBlack,3256,P87yK7fWJs6bj6TYg,True
dreamy sweater,Pink,False,1440,360,Pink,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,fairy tale; comfy,True,TopsTexTopOuterLYumekawa0,3635,enm7L67ic3tGrgnbX,True
dreamy sweater,Blue,False,1440,360,Blue,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,fairy tale; comfy,True,TopsTexTopOuterLYumekawa1,8001,7m4fHzDm6QzyCdReb,True
dress shirt,White,False,560,140,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,True,TopsTexTopYshirtsLStandard0,2823,dDtpewbT3ZAXinyPA,True
dress shirt,Gray,False,560,140,Gray,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,True,TopsTexTopYshirtsLStandard1,8337,kEa65RHQj8m2e45iW,True
dress shirt,Mint,False,560,140,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,True,TopsTexTopYshirtsLStandard2,8338,mQqbQPJKfgqGHwDxj,True
dress shirt,Pink,False,560,140,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,True,TopsTexTopYshirtsLStandard3,8339,RBXCCu5J2bqSBt3AT,True
dress shirt,Blue,False,560,140,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,True,TopsTexTopYshirtsLStandard4,8340,L88LYrMAXuKeyAA5Y,True
earbuds combo,Brown,False,1400,350,Brown,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,everyday; comfy,True,TopsTexTopTshirtsLEarphone0,4610,TAqWXoLXei58ghDxY,True
earbuds combo,Green,False,1400,350,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; comfy,True,TopsTexTopTshirtsLEarphone1,8407,Z5EPZbr42inQuqMF7,True
earbuds combo,Blue,False,1400,350,Blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; comfy,True,TopsTexTopTshirtsLEarphone2,8408,xyaJkC2hXewt3EgwR,True
earbuds combo,Yellow,False,1400,350,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; comfy,True,TopsTexTopTshirtsLEarphone3,8409,tBS9Afmch8GoiZyNf,True
eight-ball tee,,False,560,140,Black,White,1x1,,Nook Shopping Catalog,,All Year,False,1.0.0,Active,everyday; comfy,True,TopsTexTopTshirtsHNumberball8,3325,aGNGuPAvfzWYZyFXB,True
emblem blazer,Green,False,1960,490,Green,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,formal,True,TopsTexTopYshirtsLBlazer0,3269,McjR5xxmfs7XvcAzp,True
emblem blazer,Navy blue,False,1960,490,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,formal,True,TopsTexTopYshirtsLBlazer1,8109,gy9DWXDAexJYDrewK,True
emblem blazer,Beige,False,1960,490,Brown,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,formal,True,TopsTexTopYshirtsLBlazer2,8110,TGS8o5dMpySdP32ZD,True
emblem blazer,Berry red,False,1960,490,Red,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,formal,True,TopsTexTopYshirtsLBlazer3,8111,2DXpovF8mqLzFsrEW,True
embroidered tank,Red,False,960,240,Red,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; comfy; vacation,True,TopsTexTopTshirtsNEmbroidery0,5441,9DzqH7aMSv95fJKRi,True
embroidered tank,Purple,False,960,240,Purple,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; comfy; vacation,True,TopsTexTopTshirtsNEmbroidery1,8090,hYZdoywEYD2xwiy9f,True
embroidered tank,Blue,False,960,240,Blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; comfy; vacation,True,TopsTexTopTshirtsNEmbroidery2,8091,2K72KeAGyAKbedWiT,True
embroidered tank,Pink,False,960,240,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; comfy; vacation,True,TopsTexTopTshirtsNEmbroidery3,8092,W5CLaXunDqKhGgf35,True
embroidered tank,Green,False,960,240,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; comfy; vacation,True,TopsTexTopTshirtsNEmbroidery4,8093,2Chdb8nsWRDZ7CkMT,True
embroidered tank,Beige,False,960,240,Orange,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; comfy; vacation,True,TopsTexTopTshirtsNEmbroidery5,8094,JFwe4zXwigsMto5jB,True
embroidered tank,Navy blue,False,960,240,Blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; comfy; vacation,True,TopsTexTopTshirtsNEmbroidery6,8095,6irGeSdqQsYeMi5vr,True
energetic sweater,Yellow,False,960,240,Yellow,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopYshirtsLKids0,5262,b73ao3rF3oavR8z4N,True
energetic sweater,Light blue,False,960,240,Light blue,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopYshirtsLKids1,7636,E6ALXxWpkw9utQtdC,True
energetic sweater,Purple,False,960,240,Purple,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopYshirtsLKids2,7637,FS6rPfKWZk6erLJ9S,True
energetic sweater,Pink,False,960,240,Pink,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopYshirtsLKids3,7638,npAHqkah6boHyWapW,True
explorer shirt,Camel,False,1120,280,Beige,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Active,outdoorsy; work,True,TopsTexTopYshirtsHExplorer0,3264,mafpBag6Kcdxw3zpb,True
explorer shirt,Avocado,False,1120,280,Green,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; work,True,TopsTexTopYshirtsHExplorer1,9431,38yGvATTz5s8nD6fk,True
explorer shirt,Beige,False,1120,280,Gray,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; work,True,TopsTexTopYshirtsHExplorer2,9432,m2Jz8dTEe675cwCFg,True
explorer shirt,Blue,False,1120,280,Blue,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; work,True,TopsTexTopYshirtsHExplorer3,9433,2FszT8afYqxji5xW3,True
faux-hair sweater,Red,False,1200,300,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Cool,comfy,True,TopsTexTopOuterLMohair0,4417,j9z6bwxTqZqSpEEbs,True
faux-hair sweater,White,False,1200,300,White,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cool,comfy,True,TopsTexTopOuterLMohair1,7648,ov6EXHn8MFDMPWEbr,True
faux-shearling coat,Beige,False,1680,420,Beige,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Elegant,everyday; outdoorsy,True,TopsTexTopCoatLMouton0,3222,WpjniGSpQzK38nX3q,True
faux-shearling coat,Pink,False,1680,420,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Elegant,everyday; outdoorsy,True,TopsTexTopCoatLMouton1,9222,NhSEgskn7iX97xigX,True
faux-shearling coat,Green,False,1680,420,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Elegant,everyday; outdoorsy,True,TopsTexTopCoatLMouton2,9223,qCcxbbyokkZbCStbz,True
faux-shearling coat,Black,False,1680,420,Black,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Elegant,everyday; outdoorsy,True,TopsTexTopCoatLMouton3,9224,TgjdjQK3v8FWQ2Jpq,True
faux-shearling coat,Gray,False,1680,420,Gray,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Elegant,everyday; outdoorsy,True,TopsTexTopCoatLMouton4,9225,xASWpNjz7nip6orFK,True
fischerhemd,,False,1800,450,Blue,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,outdoorsy; vacation; work,True,TopsTexTopYshirtsLFischerhemdBlue,5658,tMByLq3jkhDNDB2vu,True
fish-print tee,,False,NFS,160,Beige,Yellow,1x1,,Fishing Tourney,,All Year,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopTshirtsHFish0,8765,SebBDo7mypSMwQxhL,False
fishing vest,Red,False,1440,360,Red,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsHFishing0,3219,RC8hPfezpZdaGwkmy,True
fishing vest,Blue,False,1440,360,Blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsHFishing1,8617,2HBbMgcvJHkp46WyQ,True
fishing vest,Orange,False,1440,360,Orange,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsHFishing2,8618,gc4p6ZxvEKhAoraHr,True
fishing vest,Purple,False,1440,360,Purple,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsHFishing3,8619,HTpFLAmPhjZkBWEwZ,True
fishing vest,Black,False,1440,360,Black,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsHFishing4,8620,SsMk9hPcTALaaqCc2,True
fishing vest,Pink,False,1440,360,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsHFishing5,8621,YeFbuycQnEZPCoYqw,True
fishing vest,Green,False,1440,360,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsHFishing6,8622,FZ5eX8LMEnXquex8p,True
fishing vest,Avocado,False,1440,360,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsHFishing7,8623,hLEANyFRfjAxPzAMX,True
fitness tank,Mint,False,800,200,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsNFitness0,4205,pf3TqdjT25titHKTC,True
fitness tank,Pink,False,800,200,Pink,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsNFitness1,8045,zNFW9iSr8vzJzngWo,True
fitness tank,Light blue,False,800,200,Light blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsNFitness2,8046,EAQWmffPDBgLrwHKa,True
fitness tank,Orange,False,800,200,Orange,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsNFitness3,8047,cC2fXHXZt7jELsHC6,True
fitness tank,Black,False,800,200,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsNFitness4,8048,9mya7BZEbeBnmXrB9,True
fitness tank,Yellow,False,800,200,Yellow,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsNFitness5,8049,rNcc6oPNg5F9rYxET,True
fitness tank,Red,False,800,200,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsNFitness6,8050,ycywcxPLS4fxdaWrn,True
fitness tank,Purple,False,800,200,Purple,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Active,outdoorsy; sporty,True,TopsTexTopTshirtsNFitness7,8051,AfSxXnD68W5NzygyT,True
five-ball tee,,False,560,140,Orange,White,1x1,,Nook Shopping Catalog,,All Year,False,1.0.0,Active,everyday; comfy,True,TopsTexTopTshirtsHNumberball5,3322,WsYW9gfDhPcPPerbk,True
flame tee,,False,800,200,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,everyday; comfy,True,TopsTexTopTshirtsHFire0,9536,zk7LLkWEFDXBhA56g,True
flannel shirt,Red,False,1200,300,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopYshirtsLFlannel0,3225,n8NYrB9rdjARN3JcB,True
flannel shirt,Green,False,1200,300,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopYshirtsLFlannel1,8945,jRHjkvvvQWrYykHTr,True
flannel shirt,Blue,False,1200,300,Blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopYshirtsLFlannel2,8946,usEu4RNDtAHWtXkpw,True
flannel shirt,Beige,False,1200,300,Beige,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopYshirtsLFlannel3,8947,kRizWQBEk6BmJs6xD,True
flannel shirt,Purple,False,1200,300,Purple,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopYshirtsLFlannel4,8948,PA9YxRzWDLRnwautw,True
flashy cardigan,Red,False,1200,300,Red,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday,True,TopsTexTopOuterLPsychedelic0,5685,s7fDJcPmirS68nmuF,True
flashy cardigan,Blue,False,1200,300,Blue,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday,True,TopsTexTopOuterLPsychedelic1,7857,TBsGpCoXDJ9CxGpwE,True
flashy jacket,White,False,1960,490,White,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday,True,TopsTexTopYshirtsLJacketgaudy0,3265,bsknG2icWD6qRsZQM,True
flashy jacket,Black,False,1960,490,Black,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,formal; party; theatrical,True,TopsTexTopYshirtsLJacketgaudy1,8104,WkyL8quGNgeG8mv2K,True
flashy jacket,Purple,False,1960,490,Purple,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,formal; party; theatrical,True,TopsTexTopYshirtsLJacketgaudy2,8105,ihbv8PYd7kmxEfuZg,True
flashy jacket,Berry red,False,1960,490,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,formal; party; theatrical,True,TopsTexTopYshirtsLJacketgaudy3,8106,JvpDnCmieBYpWQQqW,True
flashy jacket,Aquamarine,False,1960,490,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,formal; party; theatrical,True,TopsTexTopYshirtsLJacketgaudy4,8107,2a5o2ngDn2uM3Tsxa,True
flashy jacket,Yellow,False,1960,490,Yellow,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,formal; party; theatrical,True,TopsTexTopYshirtsLJacketgaudy5,8108,xxvyPserigxWRxBZk,True
flight jacket,Brown,False,1680,420,Brown,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,True,1.0.0,Cool,outdoorsy; work,True,TopsTexTopOuterLFlight0,4207,sFNKo6ZMxgx3FB5Bd,True
