Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Secondary Shape,Filename,Internal ID,Unique Entry ID,Purchasable,Type
earth-egg outfit,None,Yes,NFS,1200,Red,Yellow,1x1,Crafting,,All Year,No,1.1.0a,Active,fairy tale; party; theatrical,Yes,N,TopsTexOnepieceRibNEggground0,12449,oepGi58jBWkd46tdk,0,Rib
egg party dress,None,Yes,NFS,7200,Colorful,Colorful,1x1,Crafting,,All Year,No,1.1.0a,Gorgeous,fairy tale; party; theatrical,Yes,L,TopsTexOnepieceBalloonLEgg0,12448,8tHPLedZdQJ8CTCSw,0,Balloon
egg-sushi costume,White,No,1600,400,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,N,TopsTexOnepieceRibNEgg,5614,ES3FKjNc7Rebx9KMn,1,Rib
elegant dress,Purple,No,2400,600,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; formal; party,Yes,L,TopsTexOnepieceDressLLady0,4791,rn8kSxfnu6Rybhkv6,1,Dress
elegant dress,Blue,No,2400,600,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; formal; party,Yes,L,TopsTexOnepieceDressLLady1,8142,AkDtrJqY2WA3k4jPC,1,Dress
elegant dress,Green,No,2400,600,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; formal; party,Yes,L,TopsTexOnepieceDressLLady2,8143,xwFx7KrQ9ctpKKyS3,1,Dress
elegant dress,Berry red,No,2400,600,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; formal; party,Yes,L,TopsTexOnepieceDressLLady3,8144,9XEmvAZjYYHfRBtHx,1,Dress
elegant dress,Pink,No,2400,600,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; formal; party,Yes,L,TopsTexOnepieceDressLLady4,8145,Fry4RR22PPujonFFb,1,Dress
fairy dress,Green,No,3640,910,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,N,TopsTexOnepieceBalloonNFairy0,3703,dYZL7cHb2oxxQkLDb,1,Balloon
fairy dress,Pink,No,3640,910,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,N,TopsTexOnepieceBalloonNFairy1,8127,9Kj4vNdGKtwKdHSPX,1,Balloon
fairy dress,Yellow,No,3640,910,Yellow,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,N,TopsTexOnepieceBalloonNFairy2,8128,ZXXqZzWjoxFmuGaCh,1,Balloon
fairy dress,Mint,No,3640,910,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,N,TopsTexOnepieceBalloonNFairy3,8129,pzQ9wYkxe2mvyAwu5,1,Balloon
fairy dress,Purple,No,3640,910,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,N,TopsTexOnepieceBalloonNFairy4,8130,hfthvZsMnXwJripdN,1,Balloon
fairy-tale dress,Red,No,2400,600,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHHood0,3137,rR8FBYDTB66PLohJB,1,Balloon
fairy-tale dress,Pink,No,2400,600,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHHood1,8869,LNYib26FLZB5qAQ5v,1,Balloon
fairy-tale dress,Yellow,No,2400,600,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHHood2,8870,8KM5RQvjkQvRAJjH8,1,Balloon
fairy-tale dress,Green,No,2400,600,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHHood3,8871,Chcj3ME2n77tR2Nkt,1,Balloon
fairy-tale dress,Blue,No,2400,600,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHHood4,8872,DoNujx6LBbZ6X3s5J,1,Balloon
fairy-tale dress,Light blue,No,2400,600,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHHood5,8873,BsQcNb5xYzXRBuPzF,1,Balloon
fairy-tale dress,Light green,No,2400,600,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHHood6,8874,J6Mtgvt2WpA4zgQJK,1,Balloon
fairy-tale dress,Orange,No,2400,600,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,H,TopsTexOnepieceBalloonHHood7,8875,2efFqmbWKmj98MH8q,1,Balloon
fancy kimono,Vermilion,No,5200,1300,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,L,TopsTexOnepieceKimonoLHaregi0,5461,9WKf6MkLYxMGvj42H,1,Kimono
fancy kimono,Green,No,5200,1300,Green,Red,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,L,TopsTexOnepieceKimonoLHaregi1,8984,kLrfNptHZ2Eeuhuci,1,Kimono
fancy kimono,Indigo blue,No,5200,1300,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,L,TopsTexOnepieceKimonoLHaregi2,8985,MZQDEdDwQMhixttvh,1,Kimono
fancy kimono,Pink,No,5200,1300,Pink,Red,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,L,TopsTexOnepieceKimonoLHaregi3,8986,TZZrCN2qY3f3nf9PG,1,Kimono
fancy kimono,Purple,No,5200,1300,Purple,Beige,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,L,TopsTexOnepieceKimonoLHaregi4,8987,KjoA7cN3dotebZZe6,1,Kimono
fancy kimono,Aqua,No,5200,1300,Light blue,Pink,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,L,TopsTexOnepieceKimonoLHaregi5,8988,FssoqtPGbT3C3KojJ,1,Kimono
fancy kimono,Pale orange,No,5200,1300,Orange,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,L,TopsTexOnepieceKimonoLHaregi6,8989,WfZnvkD8k9fr3KDms,1,Kimono
fancy kimono,Parrot green,No,5200,1300,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Gorgeous,formal; party,Yes,L,TopsTexOnepieceKimonoLHaregi7,8990,76GA9MeqRus77TvSz,1,Kimono
fancy party dress,Blue,No,2400,600,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party,Yes,H,TopsTexOnepieceBoxHParty0,3131,o4g3mwwJkRpzrC7oY,1,Box
fancy party dress,Pink,No,2400,600,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party,Yes,H,TopsTexOnepieceBoxHParty1,7922,prm28f6eMaSx8CGnf,1,Box
fancy party dress,Green,No,2400,600,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party,Yes,H,TopsTexOnepieceBoxHParty2,7923,gg7jRxEiFZcZJWzLS,1,Box
fancy party dress,Beige,No,2400,600,Beige,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party,Yes,H,TopsTexOnepieceBoxHParty3,7924,YzGzg37RztiM7ov7s,1,Box
farmer overalls,Red,No,1600,400,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,everyday; outdoorsy; work,Yes,L,TopsTexOnepieceOverallLFarm0,5830,R58Gpu28Z3TxNjQS5,1,Overall
farmer overalls,Green,No,1600,400,Blue,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; outdoorsy; work,Yes,L,TopsTexOnepieceOverallLFarm1,9477,gczKoYDfWnouDJYeB,1,Overall
farmer overalls,Blue,No,1600,400,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; outdoorsy; work,Yes,L,TopsTexOnepieceOverallLFarm2,9478,wbeNWkLsqabQc9hTx,1,Overall
farmer overalls,Yellow,No,1600,400,Blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; outdoorsy; work,Yes,L,TopsTexOnepieceOverallLFarm3,9479,fH9YWhNS3GMvLEwoR,1,Overall
farmer overalls,Gray,No,1600,400,Blue,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,everyday; outdoorsy; work,Yes,L,TopsTexOnepieceOverallLFarm4,9480,wgmgtKtF7wzoxZRJ5,1,Overall
fashionable royal dress,Green,No,6000,1500,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,L,TopsTexOnepieceDressLClassic0,3435,Bo3w5mWFokxkXWH2v,1,Dress
fashionable royal dress,Blue,No,6000,1500,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,L,TopsTexOnepieceDressLClassic1,8238,xSBkn5vigzJhfXvFM,1,Dress
fashionable royal dress,Yellow,No,6000,1500,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,L,TopsTexOnepieceDressLClassic2,8239,ApasrnQCNEA3z5gWo,1,Dress
fashionable royal dress,Pink,No,6000,1500,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,L,TopsTexOnepieceDressLClassic3,8240,pesvsASA3QTea27ep,1,Dress
fashionable royal dress,Purple,No,6000,1500,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,L,TopsTexOnepieceDressLClassic4,8241,59x8XZLnwqqYTTLWv,1,Dress
festive dress,Red,No,2400,600,Red,White,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,No,1.0.0,Cute,fairy tale; party,Yes,N,TopsTexOnepieceBalloonNXmasRed,3135,EhiHLrpjcYteEiynr,1,Balloon
festive-tree dress,Green & white,No,2240,560,Green,White,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,No,1.0.0,Cute,fairy tale; party,Yes,N,TopsTexOnepieceAlineNXmastreeNormal0,3169,ywBdcG8dBTsYjcWkd,1,A-line
festive-tree dress,Green & blue,No,2240,560,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,No,1.0.0,Cute,fairy tale; party,Yes,N,TopsTexOnepieceAlineNXmastreeNormal1,9488,g6gtPbd7pwRnuK29h,1,A-line
festive-tree dress,Green & red,No,2240,560,Green,Red,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,No,1.0.0,Cute,fairy tale; party,Yes,N,TopsTexOnepieceAlineNXmastreeNormal2,9489,u5viLeHxEw38T9qCe,1,A-line
festive-tree dress,Pink,No,2240,560,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,No,1.0.0,Cute,fairy tale; party,Yes,N,TopsTexOnepieceAlineNXmastreeNormal3,9490,QX4kCu6eQen9KumSA,1,A-line
festive-tree dress,Gold,No,2240,560,Beige,White,1x1,Able Sisters,Available from Able Sisters shop only during Festive Season,All Year,No,1.0.0,Cute,fairy tale; party,Yes,N,TopsTexOnepieceAlineNXmastreeNormal4,9491,MWoYMbrvYbNWC3E5Y,1,A-line
festive-tree dress,Silver,No,2240,560,Gray,White,1x1,Able Sisters,,All Year,No,1.0.0,Cute,fairy tale; party,Yes,N,TopsTexOnepieceAlineNXmastreeNormal5,9492,ruiFurEJYzS6NZH8p,1,A-line
figure-skating costume,Blue,No,2880,720,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,L,TopsTexOnepieceOverallLFigure0,5404,Lt7rpQQgvBQy3fhAY,1,Overall
figure-skating costume,Red,No,2880,720,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,L,TopsTexOnepieceOverallLFigure1,9522,PJxjfAreecjgJ4Cs2,1,Overall
figure-skating costume,Green,No,2880,720,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,L,TopsTexOnepieceOverallLFigure2,9523,AB4QHYt4YPq8LhEn5,1,Overall
figure-skating costume,Purple,No,2880,720,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,L,TopsTexOnepieceOverallLFigure3,9524,BGo9jAkdr9MhKyb5P,1,Overall
figure-skating costume,Pink,No,2880,720,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,L,TopsTexOnepieceOverallLFigure4,9525,KABxX8JYd5iQpA6cz,1,Overall
figure-skating costume,Yellow,No,2880,720,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,L,TopsTexOnepieceOverallLFigure5,9526,qsRTGWF3tXp3twp3A,1,Overall
figure-skating costume,Black,No,2880,720,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,L,TopsTexOnepieceOverallLFigure6,9527,h7iqb9Ngp6ajDGXBF,1,Overall
figure-skating dress,Blue,No,2880,720,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,N,TopsTexOnepieceBalloonNFigure0,5393,ZJ5um3M7QRWQTBuCd,1,Balloon
figure-skating dress,Red,No,2880,720,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,N,TopsTexOnepieceBalloonNFigure1,9516,nwgBc7Wj2ughjHZXm,1,Balloon
figure-skating dress,Green,No,2880,720,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,N,TopsTexOnepieceBalloonNFigure2,9517,wRriqvCyf4eFGNhz9,1,Balloon
figure-skating dress,Purple,No,2880,720,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,N,TopsTexOnepieceBalloonNFigure3,9518,qTeEDHhXTzHNEaDmv,1,Balloon
figure-skating dress,Pink,No,2880,720,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,N,TopsTexOnepieceBalloonNFigure4,9519,bDtQ9LwNPZbwZGWxD,1,Balloon
figure-skating dress,Yellow,No,2880,720,Yellow,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,N,TopsTexOnepieceBalloonNFigure5,9520,cnRhSdgHDxwHMtfwR,1,Balloon
figure-skating dress,Black,No,2880,720,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical; work,Yes,N,TopsTexOnepieceBalloonNFigure6,9521,Y5b78anDR2FscoJtM,1,Balloon
firefighter uniform,Black,No,2240,560,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,work,Yes,L,TopsTexOnepieceSalopetteLFirefighter0,3420,zSAj4yH334PhX43sp,1,Salopette
firefighter uniform,Flame orange,No,2240,560,Orange,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,work,Yes,L,TopsTexOnepieceSalopetteLFirefighter1,9455,wG74iDM9TyGKZPx9D,1,Salopette
firefighter uniform,Brown,No,2240,560,Brown,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,work,Yes,L,TopsTexOnepieceSalopetteLFirefighter2,9456,Qg4A67RqTzhnR3sHk,1,Salopette
firefighter uniform,Lime yellow,No,2240,560,Yellow,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,work,Yes,L,TopsTexOnepieceSalopetteLFirefighter3,9457,aDrXAGZvyDRj5kNsW,1,Salopette
firefighter uniform,Avocado,No,2240,560,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,work,Yes,L,TopsTexOnepieceSalopetteLFirefighter4,9458,NujgsZ8YHDFzsRzWt,1,Salopette
fishing waders,Avocado,No,2000,500,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,outdoorsy; sporty,Yes,L,TopsTexOnepieceOverallLWaders0,4328,T97PxsrW5BYoMAA6f,1,Overall
fishing waders,Orange,No,2000,500,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,outdoorsy; sporty,Yes,L,TopsTexOnepieceOverallLWaders1,8628,26Hc2JiCSseMnT6CA,1,Overall
fishing waders,Navy blue,No,2000,500,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,outdoorsy; sporty,Yes,L,TopsTexOnepieceOverallLWaders2,8629,Y8oFxFbkh6563jGTa,1,Overall
fishing waders,Gray,No,2000,500,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,outdoorsy; sporty,Yes,L,TopsTexOnepieceOverallLWaders3,8630,tWAaEpefJHiKRrDCL,1,Overall
flapper dress,Silver,No,2600,650,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,N,TopsTexOnepieceBoxNFlapper0,5817,Kr4K78DqEyNj79AoW,1,Box
flapper dress,Gold,No,2600,650,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,N,TopsTexOnepieceBoxNFlapper1,7886,H3hC6MxWukFGZWzi5,1,Box
flapper dress,Black,No,2600,650,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,N,TopsTexOnepieceBoxNFlapper2,7887,HDk9pK96KX7crJuqp,1,Box
flapper dress,Pink,No,2600,650,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,N,TopsTexOnepieceBoxNFlapper3,7888,7KxXuzxH9aceiddT3,1,Box
flapper dress,Green,No,2600,650,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,N,TopsTexOnepieceBoxNFlapper4,7889,CcejPLYaiJDm59bhB,1,Box
flashy kimono,Green,No,4800,1200,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,L,TopsTexOnepieceKimonoLGaudy0,5797,44Zvk7HPSDdCLp2d3,1,Kimono
flashy kimono,Red,No,4800,1200,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,L,TopsTexOnepieceKimonoLGaudy1,8991,hecLeGGapRihnEc8X,1,Kimono
flashy kimono,Gold,No,4800,1200,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,L,TopsTexOnepieceKimonoLGaudy2,8992,XAXkepvFgDNJWYxfu,1,Kimono
flashy kimono,Blue,No,4800,1200,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,L,TopsTexOnepieceKimonoLGaudy3,8993,N2pdNP6AzfGorWnZ6,1,Kimono
flashy kimono,White,No,4800,1200,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,L,TopsTexOnepieceKimonoLGaudy4,8994,GKZmsDFvH972W6ShZ,1,Kimono
flashy kimono,Fuchsia,No,4800,1200,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,Yes,L,TopsTexOnepieceKimonoLGaudy5,8995,3GSNwCFwHAS3hETE8,1,Kimono
fleece pj's,Pink,No,1800,450,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Cute,fairy tale; comfy,Yes,L,TopsTexOnepieceOverallLFleecepajama0,4359,SDcvQXoFd7ZSdSzah,1,Overall
fleece pj's,Beige,No,1800,450,Beige,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,fairy tale; comfy,Yes,L,TopsTexOnepieceOverallLFleecepajama1,7827,QwpbJ4YJHjrg2FQGk,1,Overall
flight-crew uniform,Navy blue,No,2800,700,Blue,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; work,Yes,L,TopsTexOnepieceBoxLAttendant0,3475,y4WcwTNXiLaXdRxwC,1,Box
flight-crew uniform,Black,No,2800,700,Black,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; work,Yes,L,TopsTexOnepieceBoxLAttendant1,8112,cnZgxbGFds5k3bZ2L,1,Box
flight-crew uniform,Light blue,No,2800,700,Light blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; work,Yes,L,TopsTexOnepieceBoxLAttendant2,8113,pvNS2EcEsB3cTsAwF,1,Box
flight-crew uniform,Red,No,2800,700,Red,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; work,Yes,L,TopsTexOnepieceBoxLAttendant3,8114,scASLxpmELwzkQXHN,1,Box
flight-crew uniform,Gray,No,2800,700,Gray,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; work,Yes,L,TopsTexOnepieceBoxLAttendant4,8115,vw8WiwNvirXPwesTN,1,Box
floral lace dress,Light blue,No,1820,455,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,H,TopsTexOnepieceBalloonHLace0,4570,evjYmRPZqWdRpmThk,1,Balloon
floral lace dress,Pink,No,1820,455,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,H,TopsTexOnepieceBalloonHLace1,8890,odZLSTG8RJTcxpu6E,1,Balloon
floral lace dress,Blue,No,1820,455,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,H,TopsTexOnepieceBalloonHLace2,8891,FqZyR5HGhPq2AEGyF,1,Balloon
floral lace dress,Ruby red,No,1820,455,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,H,TopsTexOnepieceBalloonHLace3,8892,8L4dvRKptotE7gdxj,1,Balloon
floral lace dress,Orange,No,1820,455,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,H,TopsTexOnepieceBalloonHLace4,8893,fKuxtatGv9xEfryQ5,1,Balloon
floral lace dress,Green,No,1820,455,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,H,TopsTexOnepieceBalloonHLace5,8894,4kS6A4A88ZJMhB3u3,1,Balloon
floral lace dress,Purple,No,1820,455,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,H,TopsTexOnepieceBalloonHLace6,8895,vvN3Bs54rC6ZNq56i,1,Balloon
floral lace dress,Black,No,1820,455,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,Yes,H,TopsTexOnepieceBalloonHLace7,8896,wkfGoALjtCtBcbfaR,1,Balloon
flower-print dress,Pink,No,1200,300,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday; fairy tale,Yes,H,TopsTexOnepieceAlineHOneflower0,6901,zD4SJ7ZeqisPHFnGb,1,A-line
flower-print dress,Green,No,1200,300,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday; fairy tale,Yes,H,TopsTexOnepieceAlineHOneflower1,8820,gRio72nyvztncmHDD,1,A-line
folk-dance outfit,Red,No,2520,630,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,L,TopsTexOnepieceOverallLVolendam,4603,nwb9oDkZTkcwHwPhh,1,Overall
forest-print dress,Green,No,1540,385,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday,Yes,L,TopsTexOnepieceBoxLForest0,4584,YuDX3pDyntJoSygRk,1,Box
forest-print dress,Brown,No,1540,385,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday,Yes,L,TopsTexOnepieceBoxLForest1,8811,pT3QQGBndyDWtPz6i,1,Box
forest-print dress,Purple,No,1540,385,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday,Yes,L,TopsTexOnepieceBoxLForest2,8812,gEobWES8mfqEv9adb,1,Box
forest-print dress,Pink,No,1540,385,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday,Yes,L,TopsTexOnepieceBoxLForest3,8813,uQp4GSxZkS38NJ9Hm,1,Box
