Name,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Filename,Internal ID,Unique Entry ID,Purchasable,Achieved,Timestamp
Copper's poster,1000,250,Orange,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpDga,10335,cCGcZbrAb3qzbFcwi,True,0,2020-08-13
Cousteau's poster,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg10,10448,YaoyrgwiKWhTDzpMT,True,0,2020-08-13
Cranston's poster,1000,250,White,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlOst06,10597,vpsfDyXTLmmKHScbh,True,0,2020-08-13
Croque's poster,1000,250,Orange,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg17,10536,dRTnqq9pYTtLGmZZt,True,0,2020-08-13
Cube's poster,1000,250,Black,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn02,10503,RHnvrKdMWPGmgQuRL,True,0,2020-08-13
Curlos's poster,1000,250,Brown,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp08,10488,LGBtFiwyq2dDaBbAH,True,0,2020-08-13
Curly's poster,1000,250,Pink,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPig00,10505,t96aFDvs7vvawzpxw,True,0,2020-08-13
Curt's poster,1000,250,Gray,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBea02,10799,fxp5q9KEbJyawPHJh,True,0,2020-08-13
Cyd's poster,1000,250,Red,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlElp12,10862,fMqS7p25Ce7AeNHQu,True,0,2020-08-13
Cyrano's poster,1000,250,Orange,White,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlAnt00,10323,8gtoycLmDBmekNKT4,True,0,2020-08-13
Cyrus's poster,1000,250,Light blue,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpAlp,10435,bXFWNkhRXNDK4xrZb,True,0,2020-08-13
Daisy's poster,1000,250,White,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDog07,10474,i6JsESCdxf5zwviyq,True,0,2020-08-13
Deena's poster,1000,250,Brown,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk04,10670,D3h6EQjsNAztjCRfe,True,0,2020-08-13
Deirdre's poster,1000,250,Beige,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDer04,10459,GMyyD2RjAEy2zZmQA,True,0,2020-08-13
Del's poster,1000,250,Black,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCrd04,10444,vcDvoY9rJnC3otJJ5,True,0,2020-08-13
Deli's poster,1000,250,Beige,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMnk08,10654,ihA8W7QC64yvcX4Dd,True,0,2020-08-13
Derwin's poster,1000,250,Blue,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk08,10513,kW78nMBfHq8gMESeW,True,0,2020-08-13
Diana's poster,1000,250,Pink,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDer08,10318,DCsydZ2kDaQboP2cH,True,0,2020-08-13
Digby's poster,1000,250,Brown,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpSzo,10438,DDnrdkrKS3gydwXFg,True,0,2020-08-13
Diva's poster,1000,250,Purple,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg18,10473,DFaoZCfhCAoDfJeL3,True,0,2020-08-13
Dizzy's poster,1000,250,Gray,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlElp01,10532,iS3siYo7R4GHfMueZ,True,0,2020-08-13
DJ KK's poster,1000,250,White,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpTkkB,10776,KEcLDYnnCo7vK5q8e,True,0,2020-08-13
Dobie's poster,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlWol04,10647,sFtyFkaMTWLEK8pBe,True,0,2020-08-13
Doc's poster,1000,250,Blue,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt10,10576,urZhQYJooL9z5brAp,True,0,2020-08-13
Dom's poster,1000,250,Beige,Colorful,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp15,10864,hyZvWM6kXL5S7qcbN,True,0,2020-08-13
Don's poster,1000,250,Brown,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpMob,10342,Zmv4J7T7MzrA3BiiL,True,0,2020-08-13
Dora's poster,1000,250,White,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMus00,10495,dQNwh3KfyjgWh7zcX,True,0,2020-08-13
Dotty's poster,1000,250,Black,White,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt01,10541,ZE7NejHgbNbWwKet3,True,0,2020-08-13
Drago's poster,1000,250,Green,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCrd08,10462,PMHRAgvrXSzeCTxAG,True,0,2020-08-13
Drake's poster,1000,250,Green,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk09,10410,b8KDfw2FJSSKW9RZ2,True,0,2020-08-13
Drift's poster,1000,250,Red,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg04,10417,njaJzwtZqaysdEp27,True,0,2020-08-13
Ed's poster,1000,250,Light blue,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHrs06,10392,eWCrXdE8WLNmzCpt5,True,0,2020-08-13
Egbert's poster,1000,250,Yellow,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlChn02,10366,fAjaNGHS6ifysow2A,True,0,2020-08-13
Elise's poster,1000,250,Beige,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMnk05,10558,psyxsd4TSQqTpqCF3,True,0,2020-08-13
Ellie's poster,1000,250,Beige,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlElp07,10633,ikYj9syTrveaneTpH,True,0,2020-08-13
Elmer's poster,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHrs03,10555,C9q7EjfE7yngzLfDZ,True,0,2020-08-13
Eloise's poster,1000,250,Yellow,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlElp03,10464,qkGmSWAZucgyicJX4,True,0,2020-08-13
Elvis's poster,1000,250,Yellow,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlLon01,10450,zSZ2PjrMqbi92ouyo,True,0,2020-08-13
Erik's poster,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDer09,10540,SZQ5fL8at72ix4sFe,True,0,2020-08-13
Eugene's poster,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKal10,10692,wirdymvTF7KDZstQc,True,0,2020-08-13
Eunice's poster,1000,250,Black,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp02,10693,p8r2YdqbnvwNeQG22,True,0,2020-08-13
Fang's poster,1000,250,Beige,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlWol06,10544,PBezp9kgWwgQGrYfk,True,0,2020-08-13
Fauna's poster,1000,250,Brown,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDer00,10530,fKGHGAmtfWncvkHgo,True,0,2020-08-13
Felicity's poster,1000,250,Beige,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat17,10348,bXCSRi4tYQ3BLSvTg,True,0,2020-08-13
Filbert's poster,1000,250,Light blue,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu02,10394,384yubdrdXXGpPsXg,True,0,2020-08-13
Flip's poster,1000,250,Orange,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMnk06,10406,4FoyuaAPfghooYopD,True,0,2020-08-13
Flo's poster,1000,250,Blue,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn13,10685,JTHTByp4hhTaNnkE6,True,0,2020-08-13
Flora's poster,1000,250,Pink,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlOst09,10490,AowHdppMsbs5tSftb,True,0,2020-08-13
Flurry's poster,1000,250,White,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHam06,10679,CKMDibMPGaRz57jtP,True,0,2020-08-13
Francine's poster,1000,250,Light blue,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt12,10514,HnqwJ8ky62DNrPd3K,True,0,2020-08-13
Frank's poster,1000,250,Green,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPbr06,10500,oxZPqqFSJ92BLhCSE,True,0,2020-08-13
Franklin's poster,1000,250,Pink,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpTuk,10781,K8zKZgXpTJcmS2iGf,True,0,2020-08-13
Freckles's poster,1000,250,Red,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk07,10455,dNbWn5557KTKt6a6x,True,0,2020-08-13
Freya's poster,1000,250,Pink,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlWol05,10424,3r5iQhh4MzddN57i3,True,0,2020-08-13
Friga's poster,1000,250,Blue,White,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn04,10457,S67mk3TaAorCcg2B6,True,0,2020-08-13
Frita's poster,1000,250,Yellow,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp11,10545,ZgbE94Tvoiyw4S6r6,True,0,2020-08-13
Frobert's poster,1000,250,Green,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg02,10598,3YkQ5ondJhSiryAG3,True,0,2020-08-13
Fuchsia's poster,1000,250,Purple,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDer06,10352,snoGJLXmKAWAi95kK,True,0,2020-08-13
Gabi's poster,1000,250,White,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt05,10386,YWu8D8TPSnTPkxErM,True,0,2020-08-13
Gala's poster,1000,250,Pink,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPig13,10482,rYCrunBXnTNteRv5N,True,0,2020-08-13
Gaston's poster,1000,250,Yellow,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt04,10479,Nqq3fo795gkfaZvZr,True,0,2020-08-13
Gayle's poster,1000,250,Pink,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCrd07,10596,ahyNZuX8jmHBwcH52,True,0,2020-08-13
Genji's poster,1000,250,White,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt08,10469,fMsQxgbfPwD43s8j6,True,0,2020-08-13
Gigi's poster,1000,250,Purple,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg16,10657,z6HWKytucT8RBny2S,True,0,2020-08-13
Gladys's poster,1000,250,Black,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlOst01,10422,fZsAotKPAiq3s8CyY,True,0,2020-08-13
Gloria's poster,1000,250,Purple,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk15,10586,vABPw4w3gtosGofsb,True,0,2020-08-13
Goldie's poster,1000,250,Yellow,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDog00,10523,6joFrAvxYe2TP6mMu,True,0,2020-08-13
Gonzo's poster,1000,250,Gray,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKal04,10643,SnFZm46JXpmXvBLxB,True,0,2020-08-13
Goose's poster,1000,250,White,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlChn00,10694,fSckhCuP8uD8X2STZ,True,0,2020-08-13
Gracie's poster,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpGrf,10518,t4J7Xm9f6hF3pTQqy,True,0,2020-08-13
Graham's poster,1000,250,Yellow,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHam02,10529,fREmTL9CRpggrRWj6,True,0,2020-08-13
Grams's poster,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpKpg,10436,aggbrSpzGBPoiLHmB,True,0,2020-08-13
Greta's poster,1000,250,Beige,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMus16,10470,YANGzo2FSNuKcSQSR,True,0,2020-08-13
Grizzly's poster,1000,250,Black,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBea09,10806,DvhjJCJdQqyhfh5tp,True,0,2020-08-13
Groucho's poster,1000,250,Blue,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBea06,10380,dgztdN3egmnWSBLHZ,True,0,2020-08-13
Gruff's poster,1000,250,Green,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGoa04,10678,qDhcumxg5aKZtJGYX,True,0,2020-08-13
Gulliver's poster,1000,250,White,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpGul,10521,tK8BZwPuX6kK9ahM2,True,0,2020-08-13
Gwen's poster,1000,250,Purple,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn05,10355,vFkmrjEsPRLXSBhoB,True,0,2020-08-13
Hamlet's poster,1000,250,Orange,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHam00,10492,PHQtpu28bZDRwBDem,True,0,2020-08-13
Hamphrey's poster,1000,250,Black,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHam07,10423,PCqd56FbktaoxvdCg,True,0,2020-08-13
Hans's poster,1000,250,Light blue,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGor10,10460,To3etNrQ66SeLdGsh,True,0,2020-08-13
Harriet's poster,1000,250,Pink,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpPoo,10787,5rRqR67vrGQNbCB2Z,True,0,2020-08-13
Harry's poster,1000,250,Yellow,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHip08,10353,8xncZd9cASERiBkoQ,True,0,2020-08-13
Hazel's poster,1000,250,Orange,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu18,10466,GY2G9ZAupjDsGh9ny,True,0,2020-08-13
Hello Kitty poster,1000,250,Red,Colorful,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGor11,11121,JLBPLz28yBaZibFnP,True,0,2020-08-13
Henry's poster,1000,250,Green,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg19,10321,PxJd3Np97eRxSi4cw,True,0,2020-08-13
Hippeux's poster,1000,250,Yellow,Orange,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHip09,10588,r8HHxXv35HYJZLgBX,True,0,2020-08-13
Hopkins's poster,1000,250,Light blue,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt14,10604,vwubp2G98EwG9wQn5,True,0,2020-08-13
Hopper's poster,1000,250,Black,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn03,10408,Wr67dnC9ES4CBQWsg,True,0,2020-08-13
Hornsby's poster,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRhn04,10608,SotA8rs7xafgCN9GC,True,0,2020-08-13
Huck's poster,1000,250,Gray,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg11,10611,WyWCjNW35s8sfGCmG,True,0,2020-08-13
Hugh's poster,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPig03,10407,nBHB3KxJo2M7rvvpa,True,0,2020-08-13
Iggly's poster,1000,250,White,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn11,10602,jXmkSynB9wbbLAGeN,True,0,2020-08-13
Ike's poster,1000,250,Brown,Gray,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBea11,10650,BvyHkZkFkZQBXo6hP,True,0,2020-08-13
Isabelle's poster,1000,250,Yellow,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpSza,10312,JZskBPpfNn2j8Y4ez,True,0,2020-08-13
Jack's poster,1000,250,Orange,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpPkn,10346,eHe9eJNzzhnz8qM7E,True,0,2020-08-13
Jacob's poster,1000,250,Purple,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBrd11,10813,kLbJPxa42uuBeWkEh,True,0,2020-08-13
Jacques's poster,1000,250,Green,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBrd16,10804,tLzEPfsxDk4GdPCXn,True,0,2020-08-13
Jambette's poster,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg13,10617,C6J6e7YNdwnWm2xQD,True,0,2020-08-13
Jay's poster,1000,250,Blue,Orange,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBrd00,10404,S5uNxrc9PWrQSGGM9,True,0,2020-08-13
Jeremiah's poster,1000,250,Brown,Colorful,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg07,10688,492Z37sKbLhpW3E2Q,True,0,2020-08-13
Jingle's poster,1000,250,Green,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpRei,10439,i82Sovcj8NNADYKFQ,True,0,2020-08-13
Jitters's poster,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBrd04,10818,ntewDyTP3NHyPBpky,True,0,2020-08-13
Joan's poster,1000,250,Yellow,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpBoa,10430,STBLD9MdjEcDLEtQA,True,0,2020-08-13
