Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable,Achieved,Timestamp
diner sofa,Cream,,,,False,False,False,,3500,875,Beige,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Sofa,False,Does not play music,No lighting,FtrAmeretroChairL_Remake_5_0,5_0,4141,tMPQKCHKG76kTSa6c,True,0,2020-08-13
diner sofa,Black,,,,False,False,False,,3500,875,Black,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,shop,None,diner,None,True,Sofa,False,Does not play music,No lighting,FtrAmeretroChairL_Remake_6_0,6_0,4141,kNN68sPamyZEMcKED,True,0,2020-08-13
director's chair,Light brown,,Natural white,Fabric,False,False,True,1,1600,400,Orange,White,1x1,,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,outdoors,None,None,None,True,Chair,True,Does not play music,No lighting,FtrDirectorchair_Remake_0_0,0_0,2020,BcWD92LuTedKEGqnk,True,0,2020-08-13
director's chair,Light brown,,Director black,Fabric,False,False,True,1,1600,400,Orange,Black,1x1,,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,outdoors,None,None,None,True,Chair,True,Does not play music,No lighting,FtrDirectorchair_Remake_0_1,0_1,2020,uCPaC8cXQ328yf84f,True,0,2020-08-13
director's chair,Light brown,,Chic pleather,Fabric,False,False,True,1,1600,400,Orange,Brown,1x1,,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,outdoors,None,None,None,True,Chair,True,Does not play music,No lighting,FtrDirectorchair_Remake_0_2,0_2,2020,inAWvx6qWjoDJXFHR,True,0,2020-08-13
director's chair,Dark brown,,Natural white,Fabric,False,False,True,1,1600,400,Brown,White,1x1,,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,outdoors,None,None,None,True,Chair,True,Does not play music,No lighting,FtrDirectorchair_Remake_1_0,1_0,2020,8BqF66JW6uaT2ERoR,True,0,2020-08-13
director's chair,Dark brown,,Director black,Fabric,False,False,True,1,1600,400,Brown,Black,1x1,,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,outdoors,None,None,None,True,Chair,True,Does not play music,No lighting,FtrDirectorchair_Remake_1_1,1_1,2020,hk2w8Qs5zg2C2pZKT,True,0,2020-08-13
director's chair,Dark brown,,Chic pleather,Fabric,False,False,True,1,1600,400,Brown,Brown,1x1,,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,outdoors,None,None,None,True,Chair,True,Does not play music,No lighting,FtrDirectorchair_Remake_1_2,1_2,2020,7szEMtzuzPF9LFXWN,True,0,2020-08-13
director's chair,White,,Natural white,Fabric,False,False,True,1,1600,400,White,White,1x1,,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,outdoors,None,None,None,True,Chair,True,Does not play music,No lighting,FtrDirectorchair_Remake_2_0,2_0,2020,7d3N2ZzCuzqZmqvGS,True,0,2020-08-13
director's chair,White,,Director black,Fabric,False,False,True,1,1600,400,White,Black,1x1,,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,outdoors,None,None,None,True,Chair,True,Does not play music,No lighting,FtrDirectorchair_Remake_2_1,2_1,2020,n2rsd5ezLDLfpb3Go,True,0,2020-08-13
director's chair,White,,Chic pleather,Fabric,False,False,True,1,1600,400,White,Brown,1x1,,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,outdoors,None,None,None,True,Chair,True,Does not play music,No lighting,FtrDirectorchair_Remake_2_2,2_2,2020,w2BPyWgPr2Xi2Qdro,True,0,2020-08-13
director's chair,Black,,Natural white,Fabric,False,False,True,1,1600,400,Black,White,1x1,,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,outdoors,None,None,None,True,Chair,True,Does not play music,No lighting,FtrDirectorchair_Remake_3_0,3_0,2020,AdCNZE7Xc7pQvcyuT,True,0,2020-08-13
director's chair,Black,,Director black,Fabric,False,False,True,1,1600,400,Black,Black,1x1,,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,outdoors,None,None,None,True,Chair,True,Does not play music,No lighting,FtrDirectorchair_Remake_3_1,3_1,2020,B2SwQhjkNzak56XcA,True,0,2020-08-13
director's chair,Black,,Chic pleather,Fabric,False,False,True,1,1600,400,Black,Brown,1x1,,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,outdoors,None,None,None,True,Chair,True,Does not play music,No lighting,FtrDirectorchair_Remake_3_2,3_2,2020,XXGLvLi2qFdXwdims,True,0,2020-08-13
DIY workbench,Natural,Paint color,,,True,True,False,7,,6630,Beige,Colorful,2x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbench_Remake_0_0,0_0,1241,FE6vccFauNRCgRuj7,False,0,2020-08-13
DIY workbench,Ash brown,Paint color,,,True,True,False,7,,6630,Brown,Colorful,2x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbench_Remake_1_0,1_0,1241,WRrrjddCkWATqKCEn,False,0,2020-08-13
DIY workbench,Brown,Paint color,,,True,True,False,7,,6630,Brown,Colorful,2x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbench_Remake_2_0,2_0,1241,LpRARwCf4m2SnN7YL,False,0,2020-08-13
DIY workbench,Black,Paint color,,,True,True,False,7,,6630,Black,Colorful,2x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbench_Remake_3_0,3_0,1241,MnRH36ferNHuWkGJh,False,0,2020-08-13
DIY workbench,White,Paint color,,,True,True,False,7,,6630,White,Colorful,2x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbench_Remake_4_0,4_0,1241,hA9urwzivWTdEHFyH,False,0,2020-08-13
DIY workbench,Marine blue,Paint color,,,True,True,False,7,,6630,Light blue,Colorful,2x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbench_Remake_5_0,5_0,1241,aYcS5STicPHQhkPCN,False,0,2020-08-13
DIY workbench,Yellow,Paint color,,,True,True,False,7,,6630,Yellow,Colorful,2x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbench_Remake_6_0,6_0,1241,pdCa4xsX39Kn4wkuz,False,0,2020-08-13
DIY workbench,Red,Paint color,,,True,True,False,7,,6630,Red,Colorful,2x1,,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,False,Does not play music,No lighting,FtrWorkbench_Remake_7_0,7_0,1241,oD86rfgh9WZo9gs53,False,0,2020-08-13
DJ's turntable,Black,,None,Flag,False,False,True,4,9300,2325,Black,Gray,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_0_0,0_0,941,A2xYqBYevdm95EgvW,True,0,2020-08-13
DJ's turntable,Black,,Familiar logo,Flag,False,False,True,4,9300,2325,Black,Black,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_0_1,0_1,941,tJycGkK2bkDbkfH6H,True,0,2020-08-13
DJ's turntable,Black,,Chic logo,Flag,False,False,True,4,9300,2325,Black,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_0_2,0_2,941,khP7TPfWJFziysppy,True,0,2020-08-13
DJ's turntable,Black,,Rock logo,Flag,False,False,True,4,9300,2325,Black,Purple,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_0_3,0_3,941,a7QLYRSrp7qYBncbQ,True,0,2020-08-13
DJ's turntable,Black,,Emblem logo,Flag,False,False,True,4,9300,2325,Black,Green,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_0_4,0_4,941,GXqxMzdK4uSSLgh2r,True,0,2020-08-13
DJ's turntable,Black,,Handwritten logo,Flag,False,False,True,4,9300,2325,Black,Light blue,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_0_5,0_5,941,XG5yDiNsiS3iYQ86f,True,0,2020-08-13
DJ's turntable,Black,,Pop logo,Flag,False,False,True,4,9300,2325,Black,Yellow,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_0_6,0_6,941,rJ6XcP7hnLAdPQnSW,True,0,2020-08-13
DJ's turntable,Black,,Cute logo,Flag,False,False,True,4,9300,2325,Black,Pink,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_0_7,0_7,941,wiDXp2jhc9gDontZd,True,0,2020-08-13
DJ's turntable,White,,None,Flag,False,False,True,4,9300,2325,White,Gray,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_1_0,1_0,941,hwwWL9r6bFfdvuC2Z,True,0,2020-08-13
DJ's turntable,White,,Familiar logo,Flag,False,False,True,4,9300,2325,White,Black,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_1_1,1_1,941,bs8nSEeWWnifdCLv5,True,0,2020-08-13
DJ's turntable,White,,Chic logo,Flag,False,False,True,4,9300,2325,White,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_1_2,1_2,941,JonDQGorD3o3MrrwT,True,0,2020-08-13
DJ's turntable,White,,Rock logo,Flag,False,False,True,4,9300,2325,White,Purple,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_1_3,1_3,941,6s7phmS4watofExnd,True,0,2020-08-13
DJ's turntable,White,,Emblem logo,Flag,False,False,True,4,9300,2325,White,Green,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_1_4,1_4,941,aSNYiQ9eMC6cntDJp,True,0,2020-08-13
DJ's turntable,White,,Handwritten logo,Flag,False,False,True,4,9300,2325,White,Light blue,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_1_5,1_5,941,Zc5bumixEtDdKT59r,True,0,2020-08-13
DJ's turntable,White,,Pop logo,Flag,False,False,True,4,9300,2325,White,Yellow,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_1_6,1_6,941,zCn44x3beQ8G8Dna7,True,0,2020-08-13
DJ's turntable,White,,Cute logo,Flag,False,False,True,4,9300,2325,White,Pink,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_1_7,1_7,941,FyC8fe6YfntWN3Bz6,True,0,2020-08-13
DJ's turntable,Brown,,None,Flag,False,False,True,4,9300,2325,Orange,Gray,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_2_0,2_0,941,cXKNZkCugNQWiaB7o,True,0,2020-08-13
DJ's turntable,Brown,,Familiar logo,Flag,False,False,True,4,9300,2325,Orange,Black,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_2_1,2_1,941,khsPdhGEtu9MBgdPK,True,0,2020-08-13
DJ's turntable,Brown,,Chic logo,Flag,False,False,True,4,9300,2325,Orange,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_2_2,2_2,941,C2xPZey8wu6SXsP55,True,0,2020-08-13
DJ's turntable,Brown,,Rock logo,Flag,False,False,True,4,9300,2325,Orange,Purple,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_2_3,2_3,941,uLRRxQ9bd9KmP9gXG,True,0,2020-08-13
DJ's turntable,Brown,,Emblem logo,Flag,False,False,True,4,9300,2325,Orange,Green,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_2_4,2_4,941,3rTcLoj8ghfenGYi6,True,0,2020-08-13
DJ's turntable,Brown,,Handwritten logo,Flag,False,False,True,4,9300,2325,Orange,Light blue,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_2_5,2_5,941,bqfo5GNjkEHYcvP4j,True,0,2020-08-13
DJ's turntable,Brown,,Pop logo,Flag,False,False,True,4,9300,2325,Orange,Yellow,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_2_6,2_6,941,xh3cFfyK2BcnY8K48,True,0,2020-08-13
DJ's turntable,Brown,,Cute logo,Flag,False,False,True,4,9300,2325,Orange,Pink,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_2_7,2_7,941,3u6rWaG4i8SHTGLC7,True,0,2020-08-13
DJ's turntable,Pink,,None,Flag,False,False,True,4,9300,2325,Pink,Gray,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_3_0,3_0,941,oZnezDJoMgZsmtYAE,True,0,2020-08-13
DJ's turntable,Pink,,Familiar logo,Flag,False,False,True,4,9300,2325,Pink,Black,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_3_1,3_1,941,xxNGAuDmbE5mS8Pvm,True,0,2020-08-13
DJ's turntable,Pink,,Chic logo,Flag,False,False,True,4,9300,2325,Pink,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_3_2,3_2,941,K6rYoGddHcZXf9pcz,True,0,2020-08-13
DJ's turntable,Pink,,Rock logo,Flag,False,False,True,4,9300,2325,Pink,Purple,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_3_3,3_3,941,WAjTZNn9zWNeAEmkF,True,0,2020-08-13
DJ's turntable,Pink,,Emblem logo,Flag,False,False,True,4,9300,2325,Pink,Green,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_3_4,3_4,941,Z5nWN6mMZrdfPRbrG,True,0,2020-08-13
DJ's turntable,Pink,,Handwritten logo,Flag,False,False,True,4,9300,2325,Pink,Light blue,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_3_5,3_5,941,fDurnLfo99gTz4Mec,True,0,2020-08-13
DJ's turntable,Pink,,Pop logo,Flag,False,False,True,4,9300,2325,Pink,Yellow,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_3_6,3_6,941,QKxdccHKrPrAL7gs3,True,0,2020-08-13
DJ's turntable,Pink,,Cute logo,Flag,False,False,True,4,9300,2325,Pink,Pink,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,party,concert,None,None,True,Musical Instrument,False,Hi-fi,No lighting,FtrDJbooth_Remake_3_7,3_7,941,QSap5eKnNzdocR5Rj,True,0,2020-08-13
doghouse,Natural,Paint color,,,True,True,False,3,,2040,Brown,Brown,1x1,,Crafting,,1.0.0,garden,None,None,None,True,Animal,True,Does not play music,No lighting,FtrDoghouse_Remake_0_0,0_0,1799,hoPZHBjtdrmtQFwbW,False,0,2020-08-13
doghouse,Green,Paint color,,,True,True,False,3,,2040,Green,Brown,1x1,,Crafting,,1.0.0,garden,None,None,None,True,Animal,True,Does not play music,No lighting,FtrDoghouse_Remake_1_0,1_0,1799,iWSD7v7sahg432NoB,False,0,2020-08-13
doghouse,Blue,Paint color,,,True,True,False,3,,2040,Blue,Brown,1x1,,Crafting,,1.0.0,garden,None,None,None,True,Animal,True,Does not play music,No lighting,FtrDoghouse_Remake_2_0,2_0,1799,sudGbdjxgLFWnFYiN,False,0,2020-08-13
doghouse,Red,Paint color,,,True,True,False,3,,2040,Red,White,1x1,,Crafting,,1.0.0,garden,None,None,None,True,Animal,True,Does not play music,No lighting,FtrDoghouse_Remake_3_0,3_0,1799,GzLQ5qFvYb6yGp6ry,False,0,2020-08-13
doghouse,Black,Paint color,,,True,True,False,3,,2040,Black,Light blue,1x1,,Crafting,,1.0.0,garden,None,None,None,True,Animal,True,Does not play music,No lighting,FtrDoghouse_Remake_4_0,4_0,1799,B3N6pFB6Lg4Ba6NJd,False,0,2020-08-13
double sofa,Red,,,,False,False,False,,4300,1075,Red,Red,2x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,True,Sofa,False,Does not play music,No lighting,FtrSofaL_Remake_0_0,0_0,2554,tFNMuK8wMPgBbcQSR,True,0,2020-08-13
double sofa,Yellow,,,,False,False,False,,4300,1075,Yellow,Yellow,2x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,True,Sofa,False,Does not play music,No lighting,FtrSofaL_Remake_1_0,1_0,2554,gBgxXTg5sdDpWjMYN,True,0,2020-08-13
double sofa,Green,,,,False,False,False,,4300,1075,Green,Green,2x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,True,Sofa,False,Does not play music,No lighting,FtrSofaL_Remake_2_0,2_0,2554,YMr98F45XNpMx2yKk,True,0,2020-08-13
double sofa,Blue,,,,False,False,False,,4300,1075,Blue,Blue,2x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,True,Sofa,False,Does not play music,No lighting,FtrSofaL_Remake_3_0,3_0,2554,9j9CToxTa98p8ADsX,True,0,2020-08-13
double sofa,White,,,,False,False,False,,4300,1075,White,White,2x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,True,Sofa,False,Does not play music,No lighting,FtrSofaL_Remake_4_0,4_0,2554,DrPRBrfarLR5Dg3hn,True,0,2020-08-13
double sofa,Light brown,,,,False,False,False,,4300,1075,Orange,Orange,2x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,True,Sofa,False,Does not play music,No lighting,FtrSofaL_Remake_5_0,5_0,2554,FTAzAxnhcegy2HrJo,True,0,2020-08-13
double sofa,Dark brown,,,,False,False,False,,4300,1075,Brown,Brown,2x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,True,Sofa,False,Does not play music,No lighting,FtrSofaL_Remake_6_0,6_0,2554,qQ7tE6QPJsup4f5SY,True,0,2020-08-13
double sofa,Black,,,,False,False,False,,4300,1075,Black,Black,2x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,True,Sofa,False,Does not play music,No lighting,FtrSofaL_Remake_7_0,7_0,2554,mNEhzPfdZo5uFJgvu,True,0,2020-08-13
double-door refrigerator,Silver,,,,False,False,False,,60000,15000,Gray,Gray,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,kitchen,expensive,None,None,Wardrobe,Home Appliances,False,Does not play music,No lighting,FtrRefrigeratorDoubledoor_Remake_0_0,0_0,4109,KKtvkcrumjDTNKZzB,True,0,2020-08-13
double-door refrigerator,White,,,,False,False,False,,60000,15000,White,Gray,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,kitchen,expensive,None,None,Wardrobe,Home Appliances,False,Does not play music,No lighting,FtrRefrigeratorDoubledoor_Remake_1_0,1_0,4109,3JgqHzKRyJgqfoZBv,True,0,2020-08-13
double-door refrigerator,Black,,,,False,False,False,,60000,15000,Black,Gray,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,kitchen,expensive,None,None,Wardrobe,Home Appliances,False,Does not play music,No lighting,FtrRefrigeratorDoubledoor_Remake_2_0,2_0,4109,YsTREBbjLRHoiAuDT,True,0,2020-08-13
double-door refrigerator,Red,,,,False,False,False,,60000,15000,Red,Gray,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,kitchen,expensive,None,None,Wardrobe,Home Appliances,False,Does not play music,No lighting,FtrRefrigeratorDoubledoor_Remake_3_0,3_0,4109,qJdb2G7ruCmuijzZ6,True,0,2020-08-13
drink machine,Red,,Orange juice,Advertisement panel,False,False,True,7,,10000,Red,Orange,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,True,Facility Decor,True,Does not play music,Monitor,FtrDrinkmachine_Remake_0_0,0_0,1802,QRoa6WtcrPAcJSr8n,False,0,2020-08-13
drink machine,Red,,Sports drink,Advertisement panel,False,False,True,7,,10000,Red,Light blue,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,True,Facility Decor,True,Does not play music,Monitor,FtrDrinkmachine_Remake_0_1,0_1,1802,Tiho3w4ZpFyBs9NJk,False,0,2020-08-13
drink machine,Red,,Sale,Advertisement panel,False,False,True,7,,10000,Red,Green,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,True,Facility Decor,True,Does not play music,Monitor,FtrDrinkmachine_Remake_0_2,0_2,1802,xYeAb9JdRdHfS2XwW,False,0,2020-08-13
drink machine,Red,,Cute,Advertisement panel,False,False,True,7,,10000,Red,White,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,True,Facility Decor,True,Does not play music,Monitor,FtrDrinkmachine_Remake_0_3,0_3,1802,Rs5vhnfy6FfMnfafs,False,0,2020-08-13
drink machine,Blue,,Orange juice,Advertisement panel,False,False,True,7,,10000,Blue,Orange,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,True,Facility Decor,True,Does not play music,Monitor,FtrDrinkmachine_Remake_1_0,1_0,1802,MaZX4782ksqyGNuDf,False,0,2020-08-13
drink machine,Blue,,Sports drink,Advertisement panel,False,False,True,7,,10000,Blue,Light blue,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,True,Facility Decor,True,Does not play music,Monitor,FtrDrinkmachine_Remake_1_1,1_1,1802,qPpkfGyC5MJCaM66G,False,0,2020-08-13
drink machine,Blue,,Sale,Advertisement panel,False,False,True,7,,10000,Blue,Green,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,True,Facility Decor,True,Does not play music,Monitor,FtrDrinkmachine_Remake_1_2,1_2,1802,mXnM5GNSjwfxXcs9y,False,0,2020-08-13
drink machine,Blue,,Cute,Advertisement panel,False,False,True,7,,10000,Blue,White,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,True,Facility Decor,True,Does not play music,Monitor,FtrDrinkmachine_Remake_1_3,1_3,1802,uRpbWPYDPYed87iGJ,False,0,2020-08-13
drink machine,White,,Orange juice,Advertisement panel,False,False,True,7,,10000,White,Orange,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,True,Facility Decor,True,Does not play music,Monitor,FtrDrinkmachine_Remake_2_0,2_0,1802,cNDbzjeY4jPFneYs7,False,0,2020-08-13
drink machine,White,,Sports drink,Advertisement panel,False,False,True,7,,10000,White,Light blue,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,True,Facility Decor,True,Does not play music,Monitor,FtrDrinkmachine_Remake_2_1,2_1,1802,sSQ4FGyAfJAZDEyyG,False,0,2020-08-13
drink machine,White,,Sale,Advertisement panel,False,False,True,7,,10000,White,Green,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,True,Facility Decor,True,Does not play music,Monitor,FtrDrinkmachine_Remake_2_2,2_2,1802,3P2tspJyPSwG6QcFQ,False,0,2020-08-13
drink machine,White,,Cute,Advertisement panel,False,False,True,7,,10000,White,White,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,True,Facility Decor,True,Does not play music,Monitor,FtrDrinkmachine_Remake_2_3,2_3,1802,74P7tLbyEZrpKvApH,False,0,2020-08-13
drink machine,Black,,Orange juice,Advertisement panel,False,False,True,7,,10000,Brown,Orange,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,True,Facility Decor,True,Does not play music,Monitor,FtrDrinkmachine_Remake_3_0,3_0,1802,uwPNW4SKvyZSDgrr5,False,0,2020-08-13
