Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable,Achieved,Timestamp
Dala horse,Blue,Variation,,,False,True,False,2,,1300,Blue,Colorful,1x1,Gulliver,,1.0.0,folk art,None,None,None,False,Folk Craft Decor,False,Does not play music,No lighting,FtrDalecarlianhorse_Remake_1_0,1_0,685,WaA7mhYfcqaMmP93f,False,0,2020-08-13
Dala horse,White,Variation,,,False,True,False,2,,1300,White,Colorful,1x1,Gulliver,,1.0.0,folk art,None,None,None,False,Folk Craft Decor,False,Does not play music,No lighting,FtrDalecarlianhorse_Remake_2_0,2_0,685,8n4WfgheP2xmdWYzK,False,0,2020-08-13
damselfly model,,,,,False,False,False,,,1500,Black,Blue,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectItotonboToy,,7121,X24yGSkL2Bu8euJ76,False,0,2020-08-13
darner dragonfly model,,,,,False,False,False,,,690,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectGinyanmaToy,,7058,f6fhww5RS83bXz3Fb,False,0,2020-08-13
decoy duck,Natural,Design,,,True,True,False,1,,480,Beige,Beige,1x1,Crafting,,1.0.0,child's room,None,None,None,False,Animal,False,Does not play music,No lighting,FtrDecoy_Remake_0_0,0_0,1797,JHonckA7y9jKMqrt5,False,0,2020-08-13
decoy duck,Mallard,Design,,,True,True,False,1,,480,Beige,Green,1x1,Crafting,,1.0.0,child's room,None,None,None,False,Animal,False,Does not play music,No lighting,FtrDecoy_Remake_1_0,1_0,1797,rQHLmcoo8HQvfNzur,False,0,2020-08-13
decoy duck,Spot-billed,Design,,,True,True,False,1,,480,Brown,Beige,1x1,Crafting,,1.0.0,child's room,None,None,None,False,Animal,False,Does not play music,No lighting,FtrDecoy_Remake_2_0,2_0,1797,eutgE2MNd38LfGdQt,False,0,2020-08-13
decoy duck,Greater scaup,Design,,,True,True,False,1,,480,White,Black,1x1,Crafting,,1.0.0,child's room,None,None,None,False,Animal,False,Does not play music,No lighting,FtrDecoy_Remake_3_0,3_0,1797,mHhFkGWBHqovQMFex,False,0,2020-08-13
decoy duck,Common pochard,Design,,,True,True,False,1,,480,White,Orange,1x1,Crafting,,1.0.0,child's room,None,None,None,False,Animal,False,Does not play music,No lighting,FtrDecoy_Remake_4_0,4_0,1797,ernhXyvz2u3tZxGGp,False,0,2020-08-13
decoy duck,Steamer duck,Design,,,True,True,False,1,,480,Black,Black,1x1,Crafting,,1.0.0,child's room,None,None,None,False,Animal,False,Does not play music,No lighting,FtrDecoy_Remake_5_0,5_0,1797,YgDeuxkcj4LhacyvB,False,0,2020-08-13
decoy duck,Duck,Design,,,True,True,False,1,,480,White,White,1x1,Crafting,,1.0.0,child's room,None,None,None,False,Animal,False,Does not play music,No lighting,FtrDecoy_Remake_6_0,6_0,1797,Rze6hytiZTQMkfdgr,False,0,2020-08-13
desk mirror,Gold,,,,False,False,False,,1600,400,Yellow,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,shop,None,None,True,Dresser,False,Does not play music,No lighting,FtrMirror_Remake_0_0,0_0,1868,r7y4Zk56x4AYMXR9f,True,0,2020-08-13
desk mirror,Red,,,,False,False,False,,1600,400,Red,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,shop,None,None,True,Dresser,False,Does not play music,No lighting,FtrMirror_Remake_1_0,1_0,1868,HpE6AiScfhxerc9mH,True,0,2020-08-13
desk mirror,Pink,,,,False,False,False,,1600,400,Pink,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,shop,None,None,True,Dresser,False,Does not play music,No lighting,FtrMirror_Remake_2_0,2_0,1868,Qy9t8jNaxBftanLSs,True,0,2020-08-13
desk mirror,Blue,,,,False,False,False,,1600,400,Blue,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,shop,None,None,True,Dresser,False,Does not play music,No lighting,FtrMirror_Remake_3_0,3_0,1868,XRsHCauw8sTreujP8,True,0,2020-08-13
desk mirror,White,,,,False,False,False,,1600,400,White,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,shop,None,None,True,Dresser,False,Does not play music,No lighting,FtrMirror_Remake_4_0,4_0,1868,fCLaZooy4CZknRLzQ,True,0,2020-08-13
desk mirror,Black,,,,False,False,False,,1600,400,Black,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,shop,None,None,True,Dresser,False,Does not play music,No lighting,FtrMirror_Remake_5_0,5_0,1868,dA2peopEZYCuttPQi,True,0,2020-08-13
desktop computer,Black,,Desktop,Screen,False,False,True,7,100000,25000,Black,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_0_0,0_0,3590,p4n5kWcbKAmZQqvis,True,0,2020-08-13
desktop computer,Black,,Search engine,Screen,False,False,True,7,100000,25000,Black,White,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_0_1,0_1,3590,Ey4f3YYKEXpQcBdAN,True,0,2020-08-13
desktop computer,Black,,Calculations,Screen,False,False,True,7,100000,25000,Black,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_0_2,0_2,3590,vQFYsafJns5y9DFJ2,True,0,2020-08-13
desktop computer,Black,,Web browsing,Screen,False,False,True,7,100000,25000,Black,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_0_3,0_3,3590,Enn9smK9D7hEaJks9,True,0,2020-08-13
desktop computer,Black,,Programming,Screen,False,False,True,7,100000,25000,Black,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_0_4,0_4,3590,gNfEYtqfdSJmgxhRS,True,0,2020-08-13
desktop computer,Black,,Art program,Screen,False,False,True,7,100000,25000,Black,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_0_5,0_5,3590,9sDSDvRpLYhtWkt58,True,0,2020-08-13
desktop computer,Black,,Digital audio workstation,Screen,False,False,True,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_0_6,0_6,3590,EkdAbZCFhiLpbjhmF,True,0,2020-08-13
desktop computer,Silver,,Desktop,Screen,False,False,True,7,100000,25000,Gray,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_1_0,1_0,3590,763XieKvKrQ2mpp3r,True,0,2020-08-13
desktop computer,Silver,,Search engine,Screen,False,False,True,7,100000,25000,Gray,White,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_1_1,1_1,3590,6ceKRFsyhPPqMZStx,True,0,2020-08-13
desktop computer,Silver,,Calculations,Screen,False,False,True,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_1_2,1_2,3590,HuYQBcP44DFspkQW7,True,0,2020-08-13
desktop computer,Silver,,Web browsing,Screen,False,False,True,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_1_3,1_3,3590,xLiZxYQY4uH7rSxEB,True,0,2020-08-13
desktop computer,Silver,,Programming,Screen,False,False,True,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_1_4,1_4,3590,NvwxFhKZa4CLdRmk6,True,0,2020-08-13
desktop computer,Silver,,Art program,Screen,False,False,True,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_1_5,1_5,3590,cTEnTwtgun6dygoim,True,0,2020-08-13
desktop computer,Silver,,Digital audio workstation,Screen,False,False,True,7,100000,25000,Gray,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_1_6,1_6,3590,2MA6eyKNP2pJmj4bC,True,0,2020-08-13
desktop computer,White,,Desktop,Screen,False,False,True,7,100000,25000,White,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_2_0,2_0,3590,DEJpACaKsWByv8iYQ,True,0,2020-08-13
desktop computer,White,,Search engine,Screen,False,False,True,7,100000,25000,White,White,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_2_1,2_1,3590,mHXvH8CuaYCsocaeb,True,0,2020-08-13
desktop computer,White,,Calculations,Screen,False,False,True,7,100000,25000,White,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_2_2,2_2,3590,otJ48obk4fQoQiYZr,True,0,2020-08-13
desktop computer,White,,Web browsing,Screen,False,False,True,7,100000,25000,White,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_2_3,2_3,3590,avJJHTX7YurSDdtuG,True,0,2020-08-13
desktop computer,White,,Programming,Screen,False,False,True,7,100000,25000,White,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_2_4,2_4,3590,TAfgKJk6d65wmkgxo,True,0,2020-08-13
desktop computer,White,,Art program,Screen,False,False,True,7,100000,25000,White,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_2_5,2_5,3590,4sygquR9LqAKKbysE,True,0,2020-08-13
desktop computer,White,,Digital audio workstation,Screen,False,False,True,7,100000,25000,White,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_2_6,2_6,3590,HoBBaNKFba8RBKFHK,True,0,2020-08-13
desktop computer,Pink,,Desktop,Screen,False,False,True,7,100000,25000,Pink,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_3_0,3_0,3590,Tj7Wkm5b7jd77ut2F,True,0,2020-08-13
desktop computer,Pink,,Search engine,Screen,False,False,True,7,100000,25000,Pink,White,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_3_1,3_1,3590,rLLZegoHqjTZX23TL,True,0,2020-08-13
desktop computer,Pink,,Calculations,Screen,False,False,True,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_3_2,3_2,3590,M5FBFcicHwRYQEetX,True,0,2020-08-13
desktop computer,Pink,,Web browsing,Screen,False,False,True,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_3_3,3_3,3590,CcEtaapembkLSBwa7,True,0,2020-08-13
desktop computer,Pink,,Programming,Screen,False,False,True,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_3_4,3_4,3590,iACRi6a6jwvtdWxzC,True,0,2020-08-13
desktop computer,Pink,,Art program,Screen,False,False,True,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_3_5,3_5,3590,ppMb4zaozfXfSZ6F4,True,0,2020-08-13
desktop computer,Pink,,Digital audio workstation,Screen,False,False,True,7,100000,25000,Pink,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,living room,None,None,True,Office,False,Does not play music,Monitor,FtrDesktopPC_Remake_3_6,3_6,3590,SXJXM5ejmeRsXNs7x,True,0,2020-08-13
digital alarm clock,Orange,,,,False,False,False,,1600,400,Orange,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,True,Clock,False,Does not play music,No lighting,FtrDigitalclock_Remake_0_0,0_0,2731,ujdZj24KoBL9tHmMJ,True,0,2020-08-13
digital alarm clock,Lime,,,,False,False,False,,1600,400,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,True,Clock,False,Does not play music,No lighting,FtrDigitalclock_Remake_1_0,1_0,2731,hmjWpazXPws4Jaxgq,True,0,2020-08-13
digital alarm clock,Light blue,,,,False,False,False,,1600,400,Light blue,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,True,Clock,False,Does not play music,No lighting,FtrDigitalclock_Remake_2_0,2_0,2731,mJkmRjhAJSvADbFB6,True,0,2020-08-13
digital alarm clock,Blue,,,,False,False,False,,1600,400,Blue,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,True,Clock,False,Does not play music,No lighting,FtrDigitalclock_Remake_3_0,3_0,2731,JEW3nGZhECi4g5snm,True,0,2020-08-13
digital alarm clock,Purple,,,,False,False,False,,1600,400,Purple,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,True,Clock,False,Does not play music,No lighting,FtrDigitalclock_Remake_4_0,4_0,2731,M6sEf2R4a2q4tbjNv,True,0,2020-08-13
digital alarm clock,Pink,,,,False,False,False,,1600,400,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,True,Clock,False,Does not play music,No lighting,FtrDigitalclock_Remake_5_0,5_0,2731,g3ujAK7DYAe8grBzM,True,0,2020-08-13
digital alarm clock,White,,,,False,False,False,,1600,400,White,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,True,Clock,False,Does not play music,No lighting,FtrDigitalclock_Remake_6_0,6_0,2731,sjWPQqAqszjMu4Aqo,True,0,2020-08-13
digital alarm clock,Black,,,,False,False,False,,1600,400,Black,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,True,Clock,False,Does not play music,No lighting,FtrDigitalclock_Remake_7_0,7_0,2731,wLYWhFuspRrCKsQ7Y,True,0,2020-08-13
dinnerware,,,,,False,False,False,,930,232,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,Does not play music,No lighting,FtrDishes,,1798,qRkNS5tawnxzngTJK,True,0,2020-08-13
dish-drying rack,White,,,,False,False,False,,530,132,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,Does not play music,No lighting,FtrDrainerbasket_Remake_0_0,0_0,3400,tZ2EDaYM7SrfFPrMr,True,0,2020-08-13
dish-drying rack,Black,,,,False,False,False,,530,132,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,Does not play music,No lighting,FtrDrainerbasket_Remake_1_0,1_0,3400,DrRxM8YH5gLxrJTi4,True,0,2020-08-13
dish-drying rack,Silver,,,,False,False,False,,530,132,Gray,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,Does not play music,No lighting,FtrDrainerbasket_Remake_2_0,2_0,3400,fTPfJYf5DMmdobQe4,True,0,2020-08-13
dish-drying rack,Red,,,,False,False,False,,530,132,Red,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,Does not play music,No lighting,FtrDrainerbasket_Remake_3_0,3_0,3400,4rRf2RJq9N42Kdixo,True,0,2020-08-13
dish-drying rack,Blue,,,,False,False,False,,530,132,Blue,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,Does not play music,No lighting,FtrDrainerbasket_Remake_4_0,4_0,3400,TDidSLaYnhWLoE8Ny,True,0,2020-08-13
dish-drying rack,Yellow,,,,False,False,False,,530,132,Green,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,Does not play music,No lighting,FtrDrainerbasket_Remake_5_0,5_0,3400,uX8yCBXA7DkFkQffT,True,0,2020-08-13
diving beetle model,,,,,False,False,False,,,2400,Black,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectGengorouToy,,7057,yK4ZZsqW5P7x5bkb5,False,0,2020-08-13
document stack,,,Resource documents,Writing,True,False,True,2,1600,400,White,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,False,Office,False,Does not play music,No lighting,FtrOfficePapers_Remake_0_0,0_0,1750,NW8389r8CQP22h6Bx,True,0,2020-08-13
document stack,,,Text documents,Writing,True,False,True,2,1600,400,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,False,Office,False,Does not play music,No lighting,FtrOfficePapers_Remake_0_1,0_1,1750,WKr7KoaznEM4CmvwS,True,0,2020-08-13
document stack,,,Exam papers,Writing,True,False,True,2,1600,400,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,False,Office,False,Does not play music,No lighting,FtrOfficePapers_Remake_0_2,0_2,1750,tEdFYTBXipPNgHEif,True,0,2020-08-13
document stack,,,Storyboards,Writing,True,False,True,2,1600,400,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,office,den,None,None,False,Office,False,Does not play music,No lighting,FtrOfficePapers_Remake_0_3,0_3,1750,5yKf3Ly3bJXiaLL8s,True,0,2020-08-13
dolly,Red,,,,False,False,False,,1600,400,Red,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,False,Toy,False,Does not play music,No lighting,FtrDoll_Remake_0_0,0_0,1495,hbQLLScKhueHesoYq,True,0,2020-08-13
dolly,Blue,,,,False,False,False,,1600,400,Blue,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,False,Toy,False,Does not play music,No lighting,FtrDoll_Remake_1_0,1_0,1495,yhjYoiki4JMry74jb,True,0,2020-08-13
dolly,Green,,,,False,False,False,,1600,400,Green,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,False,Toy,False,Does not play music,No lighting,FtrDoll_Remake_2_0,2_0,1495,arc7BwNEDYoXfhgnJ,True,0,2020-08-13
dolly,Pink,,,,False,False,False,,1600,400,Pink,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,False,Toy,False,Does not play music,No lighting,FtrDoll_Remake_3_0,3_0,1495,7j89JBTbZsm77yBMS,True,0,2020-08-13
dolly,Purple,,,,False,False,False,,1600,400,Black,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,False,Toy,False,Does not play music,No lighting,FtrDoll_Remake_4_0,4_0,1495,Sw9CjJHeoAHdPYHbZ,True,0,2020-08-13
dolly,White,,,,False,False,False,,1600,400,White,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,False,Toy,False,Does not play music,No lighting,FtrDoll_Remake_5_0,5_0,1495,YnFTa7mCDAbjjxMQ8,True,0,2020-08-13
dorado model,,,,,False,False,False,,,45000,Yellow,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Fish,False,Does not play music,No lighting,FtrFishDoladoToy,,7837,AqLmk2o84jfS3g2eo,False,0,2020-08-13
drone beetle model,,,,,False,False,False,,,600,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectKanabunToy,,7114,6yohwFwFZfX4qLwYH,False,0,2020-08-13
dung beetle model,,,,,False,False,False,,,9000,Black,Beige,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectFunkorogashiToy,,7066,kptqPDnkxCJyGAijA,False,0,2020-08-13
earth-boring dung b. model,,,,,False,False,False,,,900,Purple,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectSenchikoganeToy,,7074,CmFN6RZ9WHsdHruCE,False,0,2020-08-13
electronics kit,Green,,,,False,False,False,,1300,325,Green,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,True,School,False,Does not play music,Emission,FtrElectronicset_Remake_0_0,0_0,4071,PMNdcMWBRp3SbTCZy,True,0,2020-08-13
electronics kit,Black,,,,False,False,False,,1300,325,Black,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,True,School,False,Does not play music,Emission,FtrElectronicset_Remake_1_0,1_0,4071,25zWZtJQknFgxDshn,True,0,2020-08-13
emperor butterfly model,,,,,False,False,False,,,12000,Blue,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectMorufuochoToy,,7086,ems5tvkQ9KxRdf6kj,False,0,2020-08-13
espresso maker,Silver,,,,False,False,False,,5600,1400,Gray,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Dining,False,Does not play music,No lighting,FtrEspresso_Remake_0_0,0_0,954,Q4GNDHGCFcWL9bnqB,True,0,2020-08-13
espresso maker,Red,,,,False,False,False,,5600,1400,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Dining,False,Does not play music,No lighting,FtrEspresso_Remake_1_0,1_0,954,obbkS9czZYQwfjvDs,True,0,2020-08-13
espresso maker,Yellow,,,,False,False,False,,5600,1400,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Dining,False,Does not play music,No lighting,FtrEspresso_Remake_2_0,2_0,954,uZCbmAEFwmGaxATWG,True,0,2020-08-13
espresso maker,Blue,,,,False,False,False,,5600,1400,Blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Dining,False,Does not play music,No lighting,FtrEspresso_Remake_3_0,3_0,954,3D5LbsHmvX24r8K9g,True,0,2020-08-13
espresso maker,Green,,,,False,False,False,,5600,1400,Green,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Dining,False,Does not play music,No lighting,FtrEspresso_Remake_4_0,4_0,954,ub6s5caXiQE7TQG67,True,0,2020-08-13
espresso maker,White,,,,False,False,False,,5600,1400,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Dining,False,Does not play music,No lighting,FtrEspresso_Remake_5_0,5_0,954,7Fec2Lv8fTbzKdipH,True,0,2020-08-13
espresso maker,Black,,,,False,False,False,,5600,1400,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Dining,False,Does not play music,No lighting,FtrEspresso_Remake_6_0,6_0,954,vcQwWteYKMXcXNsFi,True,0,2020-08-13
essay set,Blank,,,,False,False,False,,650,162,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,None,None,None,False,Study,False,Does not play music,No lighting,FtrWriterset_Remake_0_0,0_0,4110,S77ZuGAX8LhFBt7uY,True,0,2020-08-13
essay set,Writer's block,,,,False,False,False,,650,162,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,None,None,None,False,Study,False,Does not play music,No lighting,FtrWriterset_Remake_1_0,1_0,4110,qzn2qDAYvfbiKrvaa,True,0,2020-08-13
essay set,In progress,,,,False,False,False,,650,162,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,None,None,None,False,Study,False,Does not play music,No lighting,FtrWriterset_Remake_2_0,2_0,4110,Wa27BDHwd596eE9xL,True,0,2020-08-13
essay set,Letter,,,,False,False,False,,650,162,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,None,None,None,False,Study,False,Does not play music,No lighting,FtrWriterset_Remake_3_0,3_0,4110,igLQ9TpWZykQ67tRN,True,0,2020-08-13
