Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Filename,Internal ID,Unique Entry ID,Purchasable,Achieved,Timestamp
composer's wig,Hair Color,False,1680,420,Colorful,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; formal; party; theatrical; work,Headgear_NoEar,False,CapHelmetMusicBlack,5696,kmehP3Am6XP3sH2KN,True,False,2020-08-13
cool hyacinth crown,Blue,True,,1280,Blue,Orange,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentHyacinth2,5097,95vRHFGEYo5ZGQssX,False,False,2020-08-13
cool pansy crown,Colorful,True,,960,Red,Blue,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentPansy2,5106,GyeNhCRzLNF33hKqh,False,False,2020-08-13
cool windflower crown,Colorful,True,,960,Pink,Blue,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentAnemone2,5100,8gj25M44duF3QM6Cu,False,False,2020-08-13
cosmos crown,Colorful,True,,480,Colorful,Colorful,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentCosmos1,5108,jF2NZPn7WLhoNzDic,False,False,2020-08-13
crown,Gold,False,1000000,250000,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,HeadHairOrnament_Peak,True,CapOrnamentAQueen0,8000,HsmAmzyoymYTYqKFg,True,False,2020-08-13
cute lily crown,Colorful,True,,800,Pink,Orange,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentYuri2,5115,7asbWZybHzvF3zE7j,False,False,2020-08-13
cute rose crown,Colorful,True,,960,Pink,Orange,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentRose2,5112,Fj9YYwxNxHsQEy9vv,False,False,2020-08-13
cycling cap,Blue,False,1100,275,White,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,HeadCap,True,CapHatCycle0,5257,3E8cqPTbQkn6s782m,True,False,2020-08-13
cycling cap,Black & blue,False,1100,275,Blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,HeadCap,True,CapHatCycle1,11668,nyyNBZsvn3jwbZ4Gd,True,False,2020-08-13
cycling cap,Black & red,False,1100,275,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,HeadCap,True,CapHatCycle2,11669,TpW8PjjyqbTLYpSPi,True,False,2020-08-13
cycling cap,Yellow & avocado,False,1100,275,Black,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,HeadCap,True,CapHatCycle3,11670,r6hDFg37Hgnjd5vTd,True,False,2020-08-13
cycling cap,Red & green,False,1100,275,Green,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,HeadCap,True,CapHatCycle4,11671,GFa3NnPb5qaci6X8N,True,False,2020-08-13
cycling cap,Red,False,1100,275,Red,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,HeadCap,True,CapHatCycle5,11672,joTipBDN2YiPMpAe4,True,False,2020-08-13
cycling cap,Lime & purple,False,1100,275,Purple,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,HeadCap,True,CapHatCycle6,11673,atXoAhZPftSWwfuNn,True,False,2020-08-13
cycling cap,Blue & purple,False,1100,275,Pink,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,outdoorsy; sporty,HeadCap,True,CapHatCycle7,11674,Gqg3MTGrfcxQEzgDw,True,False,2020-08-13
DAL cap,Blue,False,,1010,Blue,Yellow,1x1,,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,All Year,False,1.0.0,Simple,outdoorsy; sporty; vacation,HeadCap,True,CapHatDal0,12132,HmDxQzzqcLnkqBTAc,False,False,2020-08-13
dandy hat,Camel,False,1100,275,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,everyday,HeadCap,True,CapHatCasquette0,5333,2BeZbWe4SHpLpCYy3,True,False,2020-08-13
dandy hat,Blue,False,1100,275,Light blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,everyday,HeadCap,True,CapHatCasquette1,11531,3wDCpqJQpzaj9CxYk,True,False,2020-08-13
dandy hat,Green,False,1100,275,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,everyday,HeadCap,True,CapHatCasquette2,11532,HbA8YckX9QtLbKrTp,True,False,2020-08-13
dandy hat,Purple,False,1100,275,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,everyday,HeadCap,True,CapHatCasquette3,11533,ETjNE3CojZXppAi7y,True,False,2020-08-13
dandy hat,Gray,False,1100,275,Gray,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Elegant,everyday,HeadCap,True,CapHatCasquette4,11534,wQ6Su5qGTyjJmy5g4,True,False,2020-08-13
dandy hat,White,False,1100,275,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Elegant,everyday,HeadCap,True,CapHatCasquette5,11535,4mb7j2hfguEA5wZ5k,True,False,2020-08-13
dark cosmos crown,Dark red,True,,3360,Red,Red,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentCosmos3,5110,jx7LXntCK2GiwXTo7,False,False,2020-08-13
dark lily crown,Dark red,True,,960,Red,Black,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentYuri3,5116,tQPbQCDeX6muarGM2,False,False,2020-08-13
dark tulip crown,Dark red,True,,800,Red,Black,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentTulip3,5104,b4SfkEZZkMpc9qPDu,False,False,2020-08-13
denim cap,Blue,False,770,192,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,HeadCap,True,CapHatDenim0,5256,eZgTWRWftQMBQQ7es,True,False,2020-08-13
denim cap,Light blue,False,770,192,Light blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,HeadCap,True,CapHatDenim1,11520,mavAuYBGHCsYFM2TX,True,False,2020-08-13
denim cap,Black,False,770,192,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; outdoorsy; sporty,HeadCap,True,CapHatDenim2,11521,ceSm5pXs7zvDcNQN9,True,False,2020-08-13
denim cap,White,False,770,192,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; outdoorsy; sporty,HeadCap,True,CapHatDenim3,11522,hPaLtTcNfhbbDvwDj,True,False,2020-08-13
detective hat,Brown,False,2100,525,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,work,HeadCap,True,CapHatDetective0,5371,SXLWLFCCLsThXCtvb,True,False,2020-08-13
detective hat,Gray,False,2100,525,Gray,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,work,HeadCap,True,CapHatDetective1,11819,hG3EBHxFL38zt2KaF,True,False,2020-08-13
detective hat,Beige,False,2100,525,Beige,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,work,HeadCap,True,CapHatDetective2,11820,omkTsG5zKQggz5kh6,True,False,2020-08-13
DJ cap,Blue,False,770,192,Blue,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; comfy; sporty,Headgear_HasBang,False,CapBangsHeadphone0,5682,m2A9G6oaXagTxdqBL,True,False,2020-08-13
DJ cap,Pink,False,770,192,Pink,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; comfy; sporty,Headgear_HasBang,False,CapBangsHeadphone1,11536,nSjJxHePsoxyZkCBv,True,False,2020-08-13
DJ cap,Orange,False,770,192,Orange,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; comfy; sporty,Headgear_HasBang,False,CapBangsHeadphone2,11537,5p3Q6mLEqr2CC7zRS,True,False,2020-08-13
DJ cap,Black,False,770,192,Black,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday; comfy; sporty,Headgear_HasBang,False,CapBangsHeadphone3,11538,goCGnSxhi3dXDzWrb,True,False,2020-08-13
do-rag,Yellow,False,560,140,Yellow,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,work,HeadCap,True,CapHatTriangle0,5145,REoEqtTNsTJMRwEbK,True,False,2020-08-13
do-rag,Blue,False,560,140,Blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,work,HeadCap,True,CapHatTriangle1,10744,Hit7pRscB5rzESY7p,True,False,2020-08-13
do-rag,Red,False,560,140,Red,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,work,HeadCap,True,CapHatTriangle2,10745,59YYmLu9PCXhnG7rQ,True,False,2020-08-13
do-rag,Pink,False,560,140,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,work,HeadCap,True,CapHatTriangle3,10746,nHiB24TbQu6WZiKWt,True,False,2020-08-13
do-rag,Black,False,560,140,Black,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,work,HeadCap,True,CapHatTriangle4,10747,kMwprrwYCa7gHoxwd,True,False,2020-08-13
do-rag,Purple,False,560,140,Purple,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,work,HeadCap,True,CapHatTriangle5,10748,2T2zrhHDbm9g7JPgL,True,False,2020-08-13
do-rag,Green,False,560,140,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,work,HeadCap,True,CapHatTriangle6,10749,ZkS777yWnbeDvLwRs,True,False,2020-08-13
do-rag,Beige,False,560,140,Beige,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,work,HeadCap,True,CapHatTriangle7,10750,4DbxvejJF4rG9XJN8,True,False,2020-08-13
dotted shower cap,Pink,False,560,140,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,comfy,HeadCap,True,CapHatShowercap0,5298,8r6Dii3ZfTYyRTTjq,True,False,2020-08-13
dotted shower cap,Blue,False,560,140,Light blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,comfy,HeadCap,True,CapHatShowercap1,10825,EdHBGXayXrAsHKEBr,True,False,2020-08-13
earth-egg shell,None,True,,800,Red,Yellow,1x1,,Crafting,,All Year,False,1.1.0a,Active,fairy tale; party; theatrical,HeadCap,True,CapHatEggground0,12439,h6ryjyiv5qwNZm9eB,False,False,2020-08-13
egg party hat,None,True,,4800,Colorful,Colorful,1x1,,Crafting,,All Year,False,1.1.0a,Gorgeous,fairy tale; party; theatrical,HeadCap,True,CapHatEggparty0,12446,Bb3qhdGwvMtNwT5GZ,False,False,2020-08-13
eggshell,White,False,560,140,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,fairy tale; party; theatrical,HeadCap,True,CapHatEggWhite,5642,TEiK2TDpJv6JHYgrp,True,False,2020-08-13
elder mask,White,False,,1500,Beige,Black,1x1,,Gulliver,,All Year,False,1.0.0,Elegant,goth; theatrical,HeadFace,True,CapMaskOkinaWhite,6035,bh3dK6zyGkdsDwhkr,False,False,2020-08-13
elegant hat,Purple,False,2100,525,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; formal; party; theatrical,HeadCap,True,CapHatElegant0,5351,f7zQnF4fRqSuATtXx,True,False,2020-08-13
elegant hat,Green,False,2100,525,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; formal; party; theatrical,HeadCap,True,CapHatElegant1,10888,QduKLLEmHAAHLo3C3,True,False,2020-08-13
elegant hat,Red,False,2100,525,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; formal; party; theatrical,HeadCap,True,CapHatElegant2,10889,GWEAhf57GwXo3boXZ,True,False,2020-08-13
elegant hat,White,False,2100,525,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; formal; party; theatrical,HeadCap,True,CapHatElegant3,10890,u4Sb2dKkCR7iMQxWC,True,False,2020-08-13
elegant hat,Black,False,2100,525,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,fairy tale; formal; party; theatrical,HeadCap,True,CapHatElegant4,10891,mjttiaNjDvBNuTRZk,True,False,2020-08-13
explorer's hat,Camel,False,1040,260,Beige,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; work,HeadCap,True,CapHatExpedition0,5136,Ja3vyxddBABXJdnyQ,True,False,2020-08-13
explorer's hat,Avocado,False,1040,260,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; work,HeadCap,True,CapHatExpedition1,11809,Ydh2XcTMXEErnPn5x,True,False,2020-08-13
explorer's hat,Beige,False,1040,260,Gray,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Active,outdoorsy; work,HeadCap,True,CapHatExpedition2,11810,u2tGd3cFjEEuDmKPy,True,False,2020-08-13
explorer's hat,Blue,False,1040,260,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; work,HeadCap,True,CapHatExpedition3,11811,TyiG26o9CgAF2h8LA,True,False,2020-08-13
fairy-tale hood,Red,False,1560,390,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,False,CapBangsCowl0,5323,p3AtA6bS7YcZLq3Qw,True,False,2020-08-13
fairy-tale hood,Pink,False,1560,390,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,False,CapBangsCowl1,11836,sR9v8xTFNRtNbKmG5,True,False,2020-08-13
fairy-tale hood,Yellow,False,1560,390,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,False,CapBangsCowl2,11837,Wx5B35p2xXLd5mPnC,True,False,2020-08-13
fairy-tale hood,Green,False,1560,390,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,False,CapBangsCowl3,11838,s27b2n9G7LNTDLeCh,True,False,2020-08-13
fairy-tale hood,Blue,False,1560,390,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,False,CapBangsCowl4,11839,f6NNsRJYLfGSDpmNC,True,False,2020-08-13
fairy-tale hood,Light blue,False,1560,390,Light blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,False,CapBangsCowl5,11840,zDirv3XciaScThq7G,True,False,2020-08-13
fairy-tale hood,Light green,False,1560,390,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,False,CapBangsCowl6,11841,8vyq8tmyGc6iYFr4a,True,False,2020-08-13
fairy-tale hood,Orange,False,1560,390,Orange,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,False,CapBangsCowl7,11842,yKxdQZF5kp4m8Wsss,True,False,2020-08-13
faux-fur hat,Beige,False,1300,325,Beige,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Elegant,everyday; formal; party,HeadCap,True,CapHatUshanka0,5144,6ZgCgtCnoJFuj6jxf,True,False,2020-08-13
faux-fur hat,Brown,False,1300,325,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Elegant,everyday; formal; party,HeadCap,True,CapHatUshanka1,10920,MXLMvkhrb8dS8RExf,True,False,2020-08-13
faux-fur hat,Gray,False,1300,325,Gray,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Elegant,everyday; formal; party,HeadCap,True,CapHatUshanka2,10921,dhSRykyYK42XHEST5,True,False,2020-08-13
faux-fur hat,Black,False,1300,325,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,True,1.0.0,Elegant,everyday; formal; party,HeadCap,True,CapHatUshanka3,10922,Zc3ysPxiArnwyNZPd,True,False,2020-08-13
faux-fur hat,Pink,False,1300,325,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Elegant,everyday; formal; party,HeadCap,True,CapHatUshanka4,10923,g2SpDCL9RQKeo8DXL,True,False,2020-08-13
faux-fur hat,White,False,1300,325,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Elegant,everyday; formal; party,HeadCap,True,CapHatUshanka5,10924,om6xFnwFeAiAbCEdX,True,False,2020-08-13
faux-fur hat,Red,False,1300,325,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Elegant,everyday; formal; party,HeadCap,True,CapHatUshanka6,10925,vpdiNfhXdPmamBECw,True,False,2020-08-13
fedora,Beige,False,1100,275,Beige,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cool,everyday; formal; work,HeadCap,True,CapHatFelt0,5301,JBBdsfZAd7BjXcyko,True,False,2020-08-13
fedora,Black,False,1100,275,Black,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cool,everyday; formal; work,HeadCap,True,CapHatFelt1,11045,zTSoW9sFAM4jqkCmD,True,False,2020-08-13
fedora,Green,False,1100,275,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,everyday; formal; work,HeadCap,True,CapHatFelt2,11046,nwx3eQHk7YjNCAHzw,True,False,2020-08-13
fedora,Gray,False,1100,275,Gray,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cool,everyday; formal; work,HeadCap,True,CapHatFelt3,11047,EX6P3biqxQkLeapFs,True,False,2020-08-13
fedora,White,False,1100,275,White,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,everyday; formal; work,HeadCap,True,CapHatFelt4,11048,MMhwGN3er9uwzDxF5,True,False,2020-08-13
fedora,Red,False,1100,275,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cool,everyday; formal; work,HeadCap,True,CapHatFelt5,11049,wB4FD2KQdHdz2FZwQ,True,False,2020-08-13
firefighter's hat,Black,False,1680,420,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,Headgear_HasBang,False,CapBangsFirefighter0,5374,cR8NwZTuWmdYG35Jj,True,False,2020-08-13
firefighter's hat,Flame orange,False,1680,420,Orange,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,Headgear_HasBang,False,CapBangsFirefighter1,11617,ojPEDB7k3osmjq82R,True,False,2020-08-13
firefighter's hat,Brown,False,1680,420,Brown,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,Headgear_HasBang,False,CapBangsFirefighter2,11618,47iL65Sp7sTq2dw6Y,True,False,2020-08-13
firefighter's hat,Lime yellow,False,1680,420,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,Headgear_HasBang,False,CapBangsFirefighter3,11619,8T8xo8DZHyEuWTPAo,True,False,2020-08-13
firefighter's hat,Avocado,False,1680,420,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,Headgear_HasBang,False,CapBangsFirefighter4,11620,fXaWtDi9ugKd7CvfL,True,False,2020-08-13
flashy hairpin,Pink,False,2340,585,Pink,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,True,CapOrnamentLGaudy0,8611,qMr5rv9p6nKMWpn6W,True,False,2020-08-13
flashy hairpin,Blue,False,2340,585,Blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,True,CapOrnamentLGaudy1,10842,JrGYYeC2rDuLtcuKX,True,False,2020-08-13
flashy hairpin,Black,False,2340,585,Black,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,True,CapOrnamentLGaudy2,10843,KmZhyAbsJeBkdsPaL,True,False,2020-08-13
flashy hairpin,Purple,False,2340,585,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,True,CapOrnamentLGaudy3,10844,JuXNKBGSRgoHmATrq,True,False,2020-08-13
flashy hairpin,Orange,False,2340,585,Orange,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,True,CapOrnamentLGaudy4,10845,jwxxG5ozBHRSq8wee,True,False,2020-08-13
flashy hairpin,Green,False,2340,585,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,True,CapOrnamentLGaudy5,10846,YcYK3wi8wihn3LWMm,True,False,2020-08-13
flashy hairpin,White,False,2340,585,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,True,CapOrnamentLGaudy6,10847,yQpkhzDDYowAwfiPF,True,False,2020-08-13
floral hairpin,Pink,False,490,122,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,CapOrnamentLFlowerhairpin0,9854,8Jddb8tpAJ9dCFNhR,True,False,2020-08-13
floral hairpin,Blue,False,490,122,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,CapOrnamentLFlowerhairpin1,11959,dgTtevqFfurYfYBQh,True,False,2020-08-13
floral hairpin,Green,False,490,122,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,CapOrnamentLFlowerhairpin2,11960,T3TwnGGaSJcMWTXTh,True,False,2020-08-13
floral hairpin,Yellow,False,490,122,Yellow,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,CapOrnamentLFlowerhairpin3,11961,bcbeTcynoeqp7yk9M,True,False,2020-08-13
floral hairpin,Purple,False,490,122,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,CapOrnamentLFlowerhairpin4,11962,noggDuHahWHjjMMTa,True,False,2020-08-13
football helmet,Green,False,1440,360,Green,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball0,5373,PydL8RyPvCHkw25Gu,True,False,2020-08-13
football helmet,White,False,1440,360,White,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball1,11604,BqaKYDQcnYuGkhqiX,True,False,2020-08-13
football helmet,Yellow,False,1440,360,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball2,11605,BytzMWFtdrWWBbSoo,True,False,2020-08-13
football helmet,Berry red,False,1440,360,Red,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball3,11606,z7NnWCTf5ZCitpECu,True,False,2020-08-13
football helmet,Blue,False,1440,360,Blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball4,11607,jxqjGgzngsgwDEiLf,True,False,2020-08-13
football helmet,Turquoise,False,1440,360,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball5,11608,j5hCTq5yhHnh252uh,True,False,2020-08-13
football helmet,Red,False,1440,360,Orange,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball6,11609,kocqTA3FPgXfmvj35,True,False,2020-08-13
football helmet,Black,False,1440,360,Black,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball7,11610,jZBkWeTG9x88Db6qF,True,False,2020-08-13
fox mask,White,False,1400,350,White,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,goth; theatrical,HeadFace,True,CapMaskFox0,6034,hvuy2ff7D5HmQDWhP,True,False,2020-08-13
