Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Filename,Internal ID,Unique Entry ID,Purchasable,Achieved,Timestamp
flower sandals,Black,False,1200,300,Black,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Cute,fairy tale; outdoorsy; vacation,False,ShoesSandalFlower5,10130,sZKDexuZQqMHvKNha,True,False,2020-08-13
flower sandals,White,False,1200,300,White,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,True,1.0.0,Cute,fairy tale; outdoorsy; vacation,False,ShoesSandalFlower6,10131,zEAdQCRGCGkGXo3zH,True,False,2020-08-13
ghillie brogues,Brown,False,2340,585,Brown,Brown,1x1,,Kicks,,All Year,False,1.0.0,Gorgeous,formal; work,False,ShoesLowcutBrogues0,6042,85Ro38Bbgo5G7rSLw,True,False,2020-08-13
ghillie brogues,Black,False,2340,585,Black,Black,1x1,,Kicks,,All Year,False,1.0.0,Gorgeous,formal; work,False,ShoesLowcutBrogues1,11477,eFrTYfFkrBdwoSecE,True,False,2020-08-13
ghillie brogues,White,False,2340,585,White,White,1x1,,Kicks,,All Year,False,1.0.0,Gorgeous,formal; work,False,ShoesLowcutBrogues2,11478,2mGMrrGvMowcBDYh7,True,False,2020-08-13
gladiator sandals,Brown,False,1800,450,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Elegant,everyday; fairy tale; comfy; vacation,False,ShoesSandalGladiator0,5620,b4X3xaeXEp9ChQQr5,True,False,2020-08-13
gladiator sandals,Black,False,1800,450,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Elegant,everyday; fairy tale; comfy; vacation,False,ShoesSandalGladiator1,11251,sKQvzqzGvs2ykcSbz,True,False,2020-08-13
gladiator sandals,Red,False,1800,450,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Elegant,everyday; fairy tale; comfy; vacation,False,ShoesSandalGladiator2,11252,S5PcJMFPpTfkdsrBv,True,False,2020-08-13
gold-armor shoes,Gold,True,,40000,Yellow,Yellow,1x1,,Crafting,,All Year,False,1.0.0,Gorgeous,fairy tale; goth,False,ShoesKneeKnightGold,5524,HE5wbwjxnuqXWwuTq,False,False,2020-08-13
hi-tech sneakers,Orange,False,1260,315,Orange,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,outdoorsy; sporty,False,ShoesHighcutHightech0,5659,vjJoBSPAnnmMtGJui,True,False,2020-08-13
hi-tech sneakers,Pink,False,1260,315,Pink,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,outdoorsy; sporty,False,ShoesHighcutHightech1,10252,PtSjcthWToYvF8son,True,False,2020-08-13
hi-tech sneakers,Green,False,1260,315,Green,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,outdoorsy; sporty,False,ShoesHighcutHightech2,10253,ZuFY68yoJCdmrLuWr,True,False,2020-08-13
hi-tech sneakers,Light blue,False,1260,315,Light blue,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,outdoorsy; sporty,False,ShoesHighcutHightech3,10254,xasZPBabpo9zFAYMR,True,False,2020-08-13
hi-tech sneakers,Blue,False,1260,315,Blue,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,outdoorsy; sporty,False,ShoesHighcutHightech4,10255,QdudohpJ9dc3hANJF,True,False,2020-08-13
high-tops,Gray,False,1080,270,Gray,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesHighcutSneaker0,2572,A6PJmQQbeWQc4ks8Q,True,False,2020-08-13
high-tops,Brown,False,1080,270,Brown,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesHighcutSneaker1,10039,6bXv8wbDiCDaRHXLb,True,False,2020-08-13
high-tops,Green,False,1080,270,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesHighcutSneaker2,10040,HsMaJWumxL4uY8voa,True,False,2020-08-13
high-tops,Blue,False,1080,270,Blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesHighcutSneaker3,10041,R26LoWHFtNPCiaQnT,True,False,2020-08-13
high-tops,Purple,False,1080,270,Purple,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesHighcutSneaker4,10042,ddCRfjPN2Xq2KENQF,True,False,2020-08-13
high-tops,Red,False,1080,270,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesHighcutSneaker5,10043,vQJchxGQbFYwCtRtG,True,False,2020-08-13
high-tops,Yellow,False,1080,270,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesHighcutSneaker6,10044,oJLevZfue26fB7qbq,True,False,2020-08-13
high-tops,White,False,1080,270,White,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesHighcutSneaker7,10045,49789htHCpZsBFEYb,True,False,2020-08-13
house slippers,Gray,False,490,122,Gray,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy; vacation,False,ShoesSandalRoomborder0,5564,tZ2mLMoSBry5tTdA6,True,False,2020-08-13
house slippers,Navy blue,False,490,122,Blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy; vacation,False,ShoesSandalRoomborder1,10091,TMeDiovzy92KvCgNT,True,False,2020-08-13
house slippers,Pink,False,490,122,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,comfy; vacation,False,ShoesSandalRoomborder2,10092,BdzMBFw9xgcZPh2cQ,True,False,2020-08-13
house slippers,Yellow,False,490,122,Yellow,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy; vacation,False,ShoesSandalRoomborder3,10093,TBB5qAmPTjZHgLRgo,True,False,2020-08-13
house slippers,Green,False,490,122,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy; vacation,False,ShoesSandalRoomborder4,10094,6tfgHMCwmTrRZwiQQ,True,False,2020-08-13
house slippers,Blue,False,490,122,Light blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy; vacation,False,ShoesSandalRoomborder5,10095,3ACsSJTCB2bWPwZqm,True,False,2020-08-13
house slippers,Red,False,490,122,Red,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy; vacation,False,ShoesSandalRoomborder6,10096,Hr7KzEdakoD9LEXNL,True,False,2020-08-13
house slippers,Beige,False,490,122,Beige,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,comfy; vacation,False,ShoesSandalRoomborder7,10097,B7W2EXnB3QmMEgjbM,True,False,2020-08-13
jester's shoes,Purple,False,1900,475,Purple,Red,1x1,,Kicks,,All Year,False,1.0.0,Active,fairy tale; goth; party; theatrical; work,False,ShoesKneeClown0,5639,kFDPkeYy4wcHmPdbQ,True,False,2020-08-13
jester's shoes,Black,False,1900,475,Black,Red,1x1,,Kicks,,All Year,False,1.0.0,Active,fairy tale; goth; party; theatrical; work,False,ShoesKneeClown1,11558,niQbfxs5g6937bDmP,True,False,2020-08-13
jester's shoes,Red,False,1900,475,Red,Blue,1x1,,Kicks,,All Year,False,1.0.0,Active,fairy tale; goth; party; theatrical; work,False,ShoesKneeClown2,11559,uBt8KnMps2wigFd7x,True,False,2020-08-13
jester's shoes,Green,False,1900,475,Green,Yellow,1x1,,Kicks,,All Year,False,1.0.0,Active,fairy tale; goth; party; theatrical; work,False,ShoesKneeClown3,11560,4i7swMp5oRyQE9rTH,True,False,2020-08-13
kiddie sneakers,Red,False,700,175,Red,Yellow,1x1,,Kicks,,All Year,False,1.0.0,Active,everyday; outdoorsy; sporty,False,ShoesHighcutSports0,5761,DiPuWBTmBh88DRn5r,True,False,2020-08-13
kiddie sneakers,Blue,False,700,175,Blue,Red,1x1,,Kicks,,All Year,False,1.0.0,Active,everyday; outdoorsy; sporty,False,ShoesHighcutSports1,10261,kAr6gcCKT8HoCuSRE,True,False,2020-08-13
kiddie sneakers,Green,False,700,175,Green,Blue,1x1,,Kicks,,All Year,False,1.0.0,Active,everyday; outdoorsy; sporty,False,ShoesHighcutSports2,10262,JsrscqqMSNsh3igS7,True,False,2020-08-13
kiddie sneakers,Purple,False,700,175,Purple,Orange,1x1,,Kicks,,All Year,False,1.0.0,Active,everyday; outdoorsy; sporty,False,ShoesHighcutSports3,10263,YtsQtuSuRpNJ9K8nJ,True,False,2020-08-13
kiddie sneakers,Silver,False,700,175,Gray,Blue,1x1,,Kicks,,All Year,False,1.0.0,Active,everyday; outdoorsy; sporty,False,ShoesHighcutSports4,10264,oxQ6Zq7k9LLPhxMyj,True,False,2020-08-13
kiddie sneakers,Black,False,700,175,Black,Red,1x1,,Kicks,,All Year,False,1.0.0,Active,everyday; outdoorsy; sporty,False,ShoesHighcutSports5,10265,xvrKLHrw4cuouBZ4P,True,False,2020-08-13
kimono sandals,Black,False,1600,400,Black,Beige,1x1,,Kicks,,All Year,False,1.0.0,Simple,everyday; comfy; theatrical,False,ShoesSandalGeta0,3704,GLnAezFtAC88MkqHv,True,False,2020-08-13
kimono sandals,Red,False,1600,400,Red,Beige,1x1,,Kicks,,All Year,False,1.0.0,Simple,everyday; comfy; theatrical,False,ShoesSandalGeta1,10962,9BqtfBqkG7e2XvC5E,True,False,2020-08-13
kimono sandals,Pink,False,1600,400,Pink,Beige,1x1,,Kicks,,All Year,False,1.0.0,Simple,everyday; comfy; theatrical,False,ShoesSandalGeta2,10963,euyfneg4wKNBxaRAb,True,False,2020-08-13
kimono sandals,Dark blue,False,1600,400,Blue,Beige,1x1,,Kicks,,All Year,False,1.0.0,Simple,everyday; comfy; theatrical,False,ShoesSandalGeta3,10964,GsGxnse3sG9cSK5Qp,True,False,2020-08-13
kimono sandals,Gray,False,1600,400,Gray,Beige,1x1,,Kicks,,All Year,False,1.0.0,Simple,everyday; comfy; theatrical,False,ShoesSandalGeta4,10965,EgT778SJG3yj69j9X,True,False,2020-08-13
kimono sandals,Purple,False,1600,400,Purple,Beige,1x1,,Kicks,,All Year,False,1.0.0,Simple,everyday; comfy; theatrical,False,ShoesSandalGeta5,10966,jxJh2qEEPq43eW8rE,True,False,2020-08-13
kimono sandals,Yellow,False,1600,400,Yellow,Beige,1x1,,Kicks,,All Year,False,1.0.0,Simple,everyday; comfy; theatrical,False,ShoesSandalGeta6,10967,SvCuc7AwtmzkHtGBu,True,False,2020-08-13
kimono sandals,Green,False,1600,400,Green,Beige,1x1,,Kicks,,All Year,False,1.0.0,Simple,everyday; comfy; theatrical,False,ShoesSandalGeta7,10968,rzpWkSsb7z9Er4TRC,True,False,2020-08-13
kung-fu shoes,Black,False,1260,315,Black,White,1x1,,Kicks,,All Year,False,1.0.0,Active,everyday; sporty,False,ShoesLowcutKungfu0,9846,uNAzFWaTbC7Qsp2cD,True,False,2020-08-13
Labelle pumps,Twilight,False,3500,875,Purple,Gray,1x1,,Labelle,,All Year,False,1.0.0,Elegant,everyday; formal; party; theatrical; work,False,ShoesLowcutKateheel0,9884,sEJGhBBxTL7qWJE4M,True,False,2020-08-13
Labelle pumps,Midnight,False,3500,875,Black,Gray,1x1,,Labelle,,All Year,False,1.0.0,Elegant,everyday; formal; party; theatrical; work,False,ShoesLowcutKateheel1,11766,WHsTLAXaLK3xxLsGE,True,False,2020-08-13
Labelle pumps,Passion,False,3500,875,Red,Gray,1x1,,Labelle,,All Year,False,1.0.0,Elegant,everyday; formal; party; theatrical; work,False,ShoesLowcutKateheel2,11767,a3C3YgvQsLy9jrCNu,True,False,2020-08-13
Labelle pumps,Ocean,False,3500,875,Blue,Gray,1x1,,Labelle,,All Year,False,1.0.0,Elegant,everyday; formal; party; theatrical; work,False,ShoesLowcutKateheel3,11768,mSbTfdnHdwzyjQ3E8,True,False,2020-08-13
Labelle pumps,Sunset,False,3500,875,Yellow,Gray,1x1,,Labelle,,All Year,False,1.0.0,Elegant,everyday; formal; party; theatrical; work,False,ShoesLowcutKateheel4,11769,tyTvXLX3dX8qtecHz,True,False,2020-08-13
Labelle pumps,Love,False,3500,875,Pink,Gray,1x1,,Labelle,,All Year,False,1.0.0,Elegant,everyday; formal; party; theatrical; work,False,ShoesLowcutKateheel5,11770,dtKmyfWf7S2nyer8g,True,False,2020-08-13
Labelle sneakers,Twilight,False,3300,825,Purple,Black,1x1,,Labelle,,All Year,False,1.0.0,Cool,everyday; sporty; theatrical,False,ShoesHighcutKatesneaker0,9885,YRtQpMnJxg9nNHL5A,True,False,2020-08-13
Labelle sneakers,Midnight,False,3300,825,Black,White,1x1,,Labelle,,All Year,False,1.0.0,Cool,everyday; sporty; theatrical,False,ShoesHighcutKatesneaker1,11771,5hkTnYdABuHSECmDm,True,False,2020-08-13
Labelle sneakers,Passion,False,3300,825,Red,Black,1x1,,Labelle,,All Year,False,1.0.0,Cool,everyday; sporty; theatrical,False,ShoesHighcutKatesneaker2,11772,Ed6wWhidegCLG2DAM,True,False,2020-08-13
Labelle sneakers,Ocean,False,3300,825,Blue,Black,1x1,,Labelle,,All Year,False,1.0.0,Cool,everyday; sporty; theatrical,False,ShoesHighcutKatesneaker3,11773,unwHxhSKXYSngG4Qj,True,False,2020-08-13
Labelle sneakers,Sunset,False,3300,825,Yellow,Black,1x1,,Labelle,,All Year,False,1.0.0,Cool,everyday; sporty; theatrical,False,ShoesHighcutKatesneaker4,11774,GvsavAFMFoXuPMDbR,True,False,2020-08-13
Labelle sneakers,Love,False,3300,825,Pink,Black,1x1,,Labelle,,All Year,False,1.0.0,Cool,everyday; sporty; theatrical,False,ShoesHighcutKatesneaker5,11775,sb4a63H75Cd2SbNFA,True,False,2020-08-13
lace-up boots,Black,False,1920,480,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,everyday; theatrical,False,ShoesKneeLaceup0,5667,sNmoLH8tnpNCC5X4z,True,False,2020-08-13
lace-up boots,White,False,1920,480,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; theatrical,False,ShoesKneeLaceup1,11257,vMF7xDM6WkNnoSn5g,True,False,2020-08-13
lace-up boots,Brown,False,1920,480,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,everyday; theatrical,False,ShoesKneeLaceup2,11258,7ztxnCQz2E5TFXv57,True,False,2020-08-13
lace-up boots,Red,False,1920,480,Red,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; theatrical,False,ShoesKneeLaceup3,11259,fP7ujb2fhYNT3RWZ7,True,False,2020-08-13
leaf-egg shoes,None,True,,800,Yellow,Orange,1x1,,Crafting,,All Year,False,1.1.0a,Active,fairy tale; party; theatrical,False,ShoesLowcutEggleaf0,12457,LE3RpADLBDaJ7hHNP,False,False,2020-08-13
leopard pumps,Beige,False,1560,390,Beige,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; party; theatrical,False,ShoesLowcutLeopard0,5477,Ey7Y3uBu6WKm8y8ct,True,False,2020-08-13
leopard pumps,Gray,False,1560,390,Gray,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,everyday; party; theatrical,False,ShoesLowcutLeopard1,10132,4dWXRYLHywa22CiDJ,True,False,2020-08-13
leopard pumps,Blue,False,1560,390,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; party; theatrical,False,ShoesLowcutLeopard2,10133,AnEBDgrZ4523Ndji9,True,False,2020-08-13
leopard pumps,Green,False,1560,390,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; party; theatrical,False,ShoesLowcutLeopard3,10134,TcbC2LDWxS5iHeSqm,True,False,2020-08-13
leopard pumps,Purple,False,1560,390,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; party; theatrical,False,ShoesLowcutLeopard4,10135,2nK5kvg7qiEdpxFCN,True,False,2020-08-13
leopard pumps,Pink,False,1560,390,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; party; theatrical,False,ShoesLowcutLeopard5,10136,F9dwiM2YcJy8C8kBZ,True,False,2020-08-13
loafers,Brown,False,1300,325,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday; formal; work,False,ShoesLowcutLoafers0,4724,XyqDFz4BRSEzksRqq,True,False,2020-08-13
loafers,Black,False,1300,325,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; work,False,ShoesLowcutLoafers1,11449,nKNWYa5dKmARM7SvT,True,False,2020-08-13
loafers,White,False,1300,325,White,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; work,False,ShoesLowcutLoafers2,11450,pKntHcedJhPRZKHmf,True,False,2020-08-13
loafers,Pink,False,1300,325,Pink,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; work,False,ShoesLowcutLoafers3,11451,fPPRtqopYqbAny4As,True,False,2020-08-13
loafers,Blue,False,1300,325,Blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; work,False,ShoesLowcutLoafers4,11452,KZbcJ6Y2azsNN5CQp,True,False,2020-08-13
loafers,Yellow,False,1300,325,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; work,False,ShoesLowcutLoafers5,11453,yQbPEnufsfMi3W3bX,True,False,2020-08-13
loafers,Red,False,1300,325,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; work,False,ShoesLowcutLoafers6,11454,PukSQjXvyYzFeZqcD,True,False,2020-08-13
mage's booties,Black,False,1550,387,Black,Purple,1x1,,Kicks,,All Year,False,1.0.0,Cool,fairy tale; goth; theatrical,False,ShoesKneeWitch0,6894,tKv2qT7NoEHtYiP4n,True,False,2020-08-13
mage's booties,Blue,False,1550,387,Blue,Light blue,1x1,,Kicks,,All Year,False,1.0.0,Cool,fairy tale; goth; theatrical,False,ShoesKneeWitch1,11561,mbi2SGaxxTc9DCKqb,True,False,2020-08-13
mage's booties,White,False,1550,387,White,White,1x1,,Kicks,,All Year,False,1.0.0,Cool,fairy tale; goth; theatrical,False,ShoesKneeWitch2,11562,ncnoEonPFECoYQJdP,True,False,2020-08-13
mage's booties,Red,False,1550,387,Red,Red,1x1,,Kicks,,All Year,False,1.0.0,Cool,fairy tale; goth; theatrical,False,ShoesKneeWitch3,11563,XczPtA2SGxvdSmuwH,True,False,2020-08-13
mary janes,Black,False,1800,450,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,everyday; fairy tale; formal; party; work,False,ShoesLowcutStrap0,5471,tcPAf8PdxWMPJ56TC,True,False,2020-08-13
mary janes,Red,False,1800,450,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,everyday; fairy tale; formal; party; work,False,ShoesLowcutStrap1,10162,fhovDJCbyJ4ECSeEr,True,False,2020-08-13
mary janes,White,False,1800,450,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,everyday; fairy tale; formal; party; work,False,ShoesLowcutStrap2,10163,fs9C7jNtLwxKADExm,True,False,2020-08-13
mary janes,Light blue,False,1800,450,Light blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,everyday; fairy tale; formal; party; work,False,ShoesLowcutStrap3,10164,3vTqRmCZpmeQWANB9,True,False,2020-08-13
mary janes,Yellow,False,1800,450,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,everyday; fairy tale; formal; party; work,False,ShoesLowcutStrap4,10165,STYMB3qiDR7pocoAt,True,False,2020-08-13
mary janes,Blue,False,1800,450,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,everyday; fairy tale; formal; party; work,False,ShoesLowcutStrap5,10166,P2y3oTkbFmXHwSSDx,True,False,2020-08-13
mary janes,Green,False,1800,450,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,everyday; fairy tale; formal; party; work,False,ShoesLowcutStrap6,10167,XgJAZ7yWs43DKkfjm,True,False,2020-08-13
mary janes,Pink,False,1800,450,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,everyday; fairy tale; formal; party; work,False,ShoesLowcutStrap7,10168,HyyFEEoddMkfGhZKN,True,False,2020-08-13
moccasin boots,Camel,False,1120,280,Yellow,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Simple,everyday; comfy; vacation,False,ShoesHighcutMoccasin0,5542,6a8aJ5Ca4uJXRn5cF,True,False,2020-08-13
moccasin boots,Olive,False,1120,280,Green,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Simple,everyday; comfy; vacation,False,ShoesHighcutMoccasin1,11456,6ufhuatgmDBKgNCZL,True,False,2020-08-13
moccasin boots,Beige,False,1120,280,Beige,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Simple,everyday; comfy; vacation,False,ShoesHighcutMoccasin2,11457,L4cyTp779xTQr4dem,True,False,2020-08-13
moccasin boots,Pink,False,1120,280,Pink,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Simple,everyday; comfy; vacation,False,ShoesHighcutMoccasin3,11458,EizwkphgKRHNZjqdS,True,False,2020-08-13
moccasin boots,Black,False,1120,280,Black,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,True,1.0.0,Simple,everyday; comfy; vacation,False,ShoesHighcutMoccasin4,11459,8oSWwD9gw84jXsvEm,True,False,2020-08-13
moccasin boots,Blue,False,1120,280,Light blue,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Simple,everyday; comfy; vacation,False,ShoesHighcutMoccasin5,11460,AzNm6SnygdC6nD69M,True,False,2020-08-13
moccasin boots,Orange,False,1120,280,Brown,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,True,1.0.0,Simple,everyday; comfy; vacation,False,ShoesHighcutMoccasin6,11461,S75a7Lg4LsrZWdE7u,True,False,2020-08-13
moccasins,Camel,False,1080,270,Yellow,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,everyday; comfy,False,ShoesLowcutMoccasin0,5807,SpvHngyJ9AuiKwYzm,True,False,2020-08-13
moccasins,Red,False,1080,270,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; comfy,False,ShoesLowcutMoccasin1,11465,tHHXagqyKFSz4f8w8,True,False,2020-08-13
moccasins,Light blue,False,1080,270,Light blue,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; comfy,False,ShoesLowcutMoccasin2,11466,DjFwDzv5JsXzbBh7n,True,False,2020-08-13
moccasins,White,False,1080,270,White,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; comfy,False,ShoesLowcutMoccasin3,11467,EEsaJmPjGLnXNxFKm,True,False,2020-08-13
moccasins,Pink,False,1080,270,Pink,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; comfy,False,ShoesLowcutMoccasin4,11468,pBBdogRTWvdxBems7,True,False,2020-08-13
moccasins,Gray,False,1080,270,Gray,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,everyday; comfy,False,ShoesLowcutMoccasin5,11469,4unvwzJxsS3XjpfuB,True,False,2020-08-13
moccasins,Black,False,1080,270,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,everyday; comfy,False,ShoesLowcutMoccasin6,11470,qzZAMBDZCAjRFFD8v,True,False,2020-08-13
Nook Inc. slippers,White,False,,2000,White,Green,1x1,400,Nook Miles Shop,,All Year,False,1.0.0,Simple,comfy,False,ShoesSandalRco,5630,Aba2jKEYFb3ZSzoWv,False,False,2020-08-13
outdoor sandals,Green,False,630,157,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; vacation,False,ShoesSandalOutdoor0,5640,BnWQmdRpMLoHthF3j,True,False,2020-08-13
outdoor sandals,Red,False,630,157,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; vacation,False,ShoesSandalOutdoor1,10707,mfmnkmNpSzWgKcRsT,True,False,2020-08-13
outdoor sandals,Blue,False,630,157,Blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; vacation,False,ShoesSandalOutdoor2,10708,QaPK5tMTrBohRYkzh,True,False,2020-08-13
outdoor sandals,Purple,False,630,157,Purple,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; vacation,False,ShoesSandalOutdoor3,10709,6xpDCB24AbaE99KCF,True,False,2020-08-13
outdoor sandals,Yellow,False,630,157,Yellow,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; vacation,False,ShoesSandalOutdoor4,10710,CvPPDbRnzFKKBSFSC,True,False,2020-08-13
outdoor sandals,Orange,False,630,157,Orange,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; vacation,False,ShoesSandalOutdoor5,10711,4PqGRqeQ7CzcnXt2P,True,False,2020-08-13
outdoor sandals,White,False,630,157,White,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; vacation,False,ShoesSandalOutdoor6,10712,iZnEdXRHGkB8upzKY,True,False,2020-08-13
outdoor sandals,Black,False,630,157,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Active,outdoorsy; comfy; vacation,False,ShoesSandalOutdoor7,10713,TxWPbv6SR2kkQ5qW6,True,False,2020-08-13
